con_legis_num,legislation_number,congress_session,title,cosponsors,bill,gov_track,dc_ratio_aggregate,ratio_binary,manual_coding,URL,canonical_id,in_filter,legislation_id,matched_keywords
114_s.2865,s.2865,114,Asia-Pacific Maritime Security Initiative Act of 2016,4.0,1.0,1.0,0.01784465,0,0,https://www.congress.gov/bill/114th-congress/senate-bill/2865?s=7&r=684,114_s.2865,True,114_s.2865,china
114_s.2906,s.2906,114,China Market Economy Status Congressional Review Act,3.0,1.0,1.0,0.02933985,0,1,https://www.congress.gov/bill/114th-congress/senate-bill/2906?s=7&r=643,114_s.2906,True,114_s.2906,china|people's republic of china
114_s.2937,s.2937,114,"Department of State Authorization Act, Fiscal Year 2017",0.0,1.0,1.0,0.02048047,0,0,https://www.congress.gov/bill/114th-congress/senate-bill/2937?s=7&r=612,114_s.2937,True,114_s.2937,china
114_s.2943,s.2943,114,National Defense Authorization Act for Fiscal Year 2017,0.0,1.0,1.0,0.00861102,0,1,https://www.congress.gov/bill/114th-congress/senate-bill/2943?s=7&r=606,114_s.2943,True,114_s.2943,china|chinese
114_s.3010,s.3010,114,U.S.-China Nuclear Cooperation and Nonproliferation Act of 2016,1.0,1.0,1.0,0.06364922,1,1,https://www.congress.gov/bill/114th-congress/senate-bill/3010?s=7&r=539,114_s.3010,True,114_s.3010,china|chinese|people's republic of china
114_s.3117,s.3117,114,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2017",0.0,1.0,1.0,0.01207527,0,1,https://www.congress.gov/bill/114th-congress/senate-bill/3117?s=7&r=432,114_s.3117,True,114_s.3117,china|people's republic of china
114_s.318,s.318,114,Accelerating Biomedical Research Act,4.0,1.0,0.0,0.02335457,0,1,https://www.congress.gov/bill/114th-congress/senate-bill/318?s=9&r=1,114_s.318,False,,
114_s.3397,s.3397,114,Taiwan Travel Act,2.0,1.0,0.0,,Unavailable,1,https://www.congress.gov/bill/114th-congress/senate-bill/3397?q=%7B%22search%22%3A%22s.3397%22%7D&s=10&r=1,114_s.3397,False,,
114_s.340,s.340,114,GSP Update for Production Diversification and Trade Enhancement Act or the GSP UPDATE Act,4.0,1.0,0.0,0.04621072,1,1,https://www.congress.gov/bill/114th-congress/senate-bill/340?s=8&r=1,114_s.340,False,,
114_s.3469,s.3469,114,Hong Kong Human Rights and Democracy Act of 2016,1.0,1.0,1.0,0.04299331,1,1,https://www.congress.gov/bill/114th-congress/senate-bill/3469?s=7&r=80,114_s.3469,True,114_s.3469,china
114_s.3509,s.3509,114,South China Sea and East China Sea Sanctions Act of 2016,1.0,1.0,1.0,0.05665796,1,1,https://www.congress.gov/bill/114th-congress/senate-bill/3509?s=7&r=40,114_s.3509,True,114_s.3509,china|chinese|people's republic of china
114_s.402,s.402,114,STEM Master Teacher Corps Act of 2015,3.0,1.0,0.0,0.03391715,1,0,https://www.congress.gov/bill/114th-congress/senate-bill/402?s=2&r=1,114_s.402,False,,
114_s.442,s.442,114,"A bill to establish a Science, Technology, Engineering, and Mathematics (STEM) Master Teacher Corps program.",3.0,1.0,0.0,0.03436185,1,0,https://www.congress.gov/bill/114th-congress/senate-bill/402?s=2&r=1,114_s.442,False,,
114_s.66,s.66,114,"A bill to prohibit any regulation regarding carbon dioxide or other greenhouse gas emissions reduction in the United States until China, India, and Russia implement similar reductions.",0.0,1.0,1.0,0.03470032,1,1,https://www.congress.gov/bill/114th-congress/senate-bill/66?s=7&r=3483,114_s.66,True,114_s.66,china
114_s.754,s.754,114,"An act to improve cybersecurity in the United States through enhanced sharing of information about cybersecurity threats, and for other purposes.",0.0,1.0,0.0,0.01383781,0,1,https://www.congress.gov/bill/114th-congress/senate-bill/754/text?s=7&r=1,114_s.754,True,114_s.754,china
114_s.amdt.1705,s.amdt.1705,114,S.Amdt.1705 to S.Amdt.1463,2.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/114th-congress/senate-amendment/1705?q=%7B%22search%22%3A%22s.amdt.1705%22%7D&s=5&r=1,,False,,
114_s.con.res.30,s.con.res.30,114,"A concurrent resolution expressing concern over the disappearance of David Sneddon, and for other purposes",8.0,0.0,0.0,0.04967801,1,1,https://www.congress.gov/bill/114th-congress/senate-concurrent-resolution/30?s=7&r=13,114_s.con.res.30,True,114_s.con.res.30,china
114_s.con.res.38,s.con.res.38,114,A concurrent resolution reaffirming the Taiwan Relations Act and the Six Assurances as cornerstones of United States-Taiwan relations,6.0,0.0,0.0,0.06221409,1,1,https://www.congress.gov/bill/114th-congress/senate-concurrent-resolution/38?s=7&r=40,114_s.con.res.38,True,114_s.con.res.38,china
114_s.j.res.19,s.j.res.19,114,"A joint resolution to express the disfavor of Congress regarding the proposed agreement for cooperation between the United States and the People's Republic of China transmitted to the Congress by the President on April 21, 2015, pursuant to the Atomic Energy Act of 1954",1.0,0.0,0.0,0.01587302,0,1,https://www.congress.gov/bill/114th-congress/senate-joint-resolution/19?s=7&r=97,114_s.j.res.19,True,114_s.j.res.19,china|people's republic of china
114_s.res.152,s.res.152,114,A resolution recognizing threats to freedom of the press and expression around the world and reaffirming freedom of the press as a priority in efforts of the United States Government to promote democracy and good governance,1.0,0.0,0.0,0.02140673,0,1,https://www.congress.gov/bill/114th-congress/senate-resolution/152?s=7&r=491,114_s.res.152,False,,
114_s.res.153,s.res.153,114,"A resolution recognizing the importance of the United States-Japan relationship to safeguarding global security, prosperity, and human rights",8.0,0.0,0.0,0.05703422,1,1,https://www.congress.gov/bill/114th-congress/senate-resolution/153?s=7&r=490,114_s.res.153,True,114_s.res.153,china
114_s.res.163,s.res.163,114,"A resolution expressing the sense of the Senate on the humanitarian catastrophe caused by the April 25, 2015, earthquake in Nepal",16.0,0.0,0.0,0.01184433,0,1,https://www.congress.gov/bill/114th-congress/senate-resolution/163?s=7&r=480,114_s.res.163,True,114_s.res.163,china
114_s.res.180,s.res.180,114,"A resolution urging additional sanctions against the Democratic People's Republic of Korea, and for other purposes",1.0,0.0,0.0,0.04540967,1,0,https://www.congress.gov/bill/114th-congress/senate-resolution/180?s=7&r=463,114_s.res.180,False,,
114_s.res.183,s.res.183,114,"A resolution calling for suspension of construction of artificial land formations on islands, reefs, shoals, and other features of the Spratly Islands and for a peaceful and multilateral resolution to the South China Sea territorial dispute",2.0,0.0,0.0,0.05992268,1,1,https://www.congress.gov/bill/114th-congress/senate-resolution/183?s=7&r=460,114_s.res.183,True,114_s.res.183,china
114_s.res.200,s.res.200,114,"A resolution wishing His Holiness the 14th Dalai Lama a happy 80th birthday on July 6, 2015, and recognizing the outstanding contributions His Holiness has made to the promotion of nonviolence, human rights, interfaith dialogue, environmental awareness, and democracy.",16.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/114th-congress/senate-resolution/200?q=%7B%22search%22%3A%22s.res.200%22%7D&s=2&r=1,114_s.res.200,False,,
114_s.res.207,s.res.207,114,A resolution recognizing threats to freedom of the press and expression around the world and reaffirming freedom of the press as a priority in efforts of the United States Government to promote democracy and good governance.,3.0,0.0,0.0,0.02075472,0,1,https://www.congress.gov/bill/114th-congress/senate-resolution/207?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=207,114_s.res.207,False,,
114_s.res.224,s.res.224,114,"A resolution expressing the sense of the Senate that the area between the intersections of International Drive, Northwest and Van Ness Street, Northwest and International Drive, Northwest and International Place, Northwest in Washington, District of Columbia, should be designated as ""Liu Xiaobo Plaza"".",3.0,0.0,0.0,0.03694581,1,1,https://www.congress.gov/bill/114th-congress/senate-resolution/224?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=224,114_s.res.224,True,114_s.res.224,china
114_s.res.262,s.res.262,114,A resolution to support the empowerment of women and urge countries to #FreeThe20.,20.0,0.0,0.0,0.03311735,1,0,https://www.congress.gov/bill/114th-congress/senate-resolution/262?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=262,114_s.res.262,True,114_s.res.262,china|beijing
114_s.res.366,s.res.366,114,A resolution recognizing the cultural and historical significance of Lunar New Year.,4.0,0.0,0.0,0.01872659,0,1,https://www.congress.gov/bill/114th-congress/senate-resolution/366?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=366,114_s.res.366,False,,
114_s.res.370,s.res.370,114,"A resolution recognizing that for nearly 40 years, the United States and the Association of South East Asian Nations (ASEAN) have worked toward stability, prosperity, and peace in Southeast Asia.",6.0,0.0,0.0,0.03879134,1,1,https://www.congress.gov/bill/114th-congress/senate-resolution/370?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=370,114_s.res.370,True,114_s.res.370,china
114_s.res.383,s.res.383,114,A resolution recognizing the importance of the United States-Israel economic relationship and encouraging new areas of cooperation,13.0,0.0,0.0,0.04554264,1,0,https://www.congress.gov/bill/114th-congress/senate-resolution/383?q=%7B%22search%22%3A%22s.res.383%22%7D&s=2&r=1,114_s.res.383,False,,
114_s.res.526,s.res.526,114,A resolution calling for all parties to respect the arbitral tribunal ruling with regard to the South China Sea and to express United States policy on freedom of navigation and overflight in the East and South China Seas.,7.0,0.0,0.0,0.06608969,1,1,https://www.congress.gov/bill/114th-congress/senate-resolution/526?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=526,114_s.res.526,True,114_s.res.526,china
114_s.res.535,s.res.535,114,A resolution expressing the sense of the Senate regarding the trafficking of illicit fentanyl into the United States from Mexico and China.,4.0,0.0,0.0,0.06286943,1,1,https://www.congress.gov/bill/114th-congress/senate-resolution/535?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=535,114_s.res.535,True,114_s.res.535,china
114_s.res.564,s.res.564,114,"A resolution condemning North Korea's fifth nuclear test on September 9, 2016.",8.0,0.0,0.0,0.09970958,1,1,https://www.congress.gov/bill/114th-congress/senate-resolution/564?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=564,114_s.res.564,True,114_s.res.564,china
114_s.res.80,s.res.80,114,A resolution recognizing the cultural and historical significance of Lunar New Year.,6.0,0.0,0.0,0.01865672,0,1,https://www.congress.gov/bill/114th-congress/senate-resolution/80?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=80,114_s.res.80,False,,
115_s.1050,s.1050,115,Chinese-American World War II Veteran Congressional Gold Medal Act,68.0,1.0,1.0,0.04314721,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/1050/text,115_s.1050,True,115_s.1050,china|chinese
115_s.1055,s.1055,115,Philippines Human Rights Accountability and Counternarcotics Act of 2017,8.0,1.0,1.0,0.02469711,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/1055,115_s.1055,True,115_s.1055,china|chinese
115_s.1118,s.1118,115,North Korean Human Rights Reauthorization Act of 2017,6.0,1.0,1.0,0.05839582,1,0,https://www.congress.gov/bill/115th-congress/senate-bill/1118,115_s.1118,True,115_s.1118,china|chinese
115_s.1187,s.1187,115,"A bill to designate the area between the intersections of International Drive, Northwest and Van Ness Street, Northwest and International Drive, Northwest and International Place, Northwest in Washington, District of Columbia, as  Liu Xi",2.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/115th-congress/senate-bill/1187,115_s.1187,True,115_s.1187,china
115_s.120,s.120,115,Bring Our Heroes Home Act,2.0,1.0,1.0,0.00232919,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/120?q=%7B%22search%22%3A%22S.+120%22%7D&s=10&r=1,115_s.120,True,115_s.120,china
115_s.1519,s.1519,115,National Defense Authorization Act for Fiscal Year 2018,0.0,1.0,1.0,0.01044548,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/120,115_s.1519,True,115_s.1519,china
115_s.1562,s.1562,115,North Korean Enablers Accountability Act of 2017,7.0,1.0,0.0,0.02882206,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/1562?s=4&r=1,115_s.1562,True,115_s.1562,chinese
115_s.1563,s.1563,115,Rare Earth Element Advanced Coal Technologies Act,0.0,1.0,0.0,0.16472114,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/1563/all-info?s=8&r=1,115_s.1563,False,,
115_s.1574,s.1574,115,Vietnam Human Rights Sanctions Act of 2017,3.0,1.0,0.0,0.03421369,1,0,https://www.congress.gov/bill/115th-congress/senate-bill/1574,115_s.1574,False,,
115_s.1587,s.1587,115,Provides for the relief of Liu Xia.,3.0,1.0,0.0,0.00323625,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/1587?s=6&r=1,115_s.1587,False,,
115_s.1591,s.1591,115,Otto Warmbier Banking Restrictions Involving North Korea Act of 2017,15.0,1.0,0.0,0.03513686,1,0,https://www.congress.gov/bill/115th-congress/senate-bill/1591/all-info?s=10&r=1,115_s.1591,False,,
115_s.1620,s.1620,115,Taiwan Security Act of 2017,2.0,1.0,0.0,0.04827586,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/1620?s=3&r=1,115_s.1620,False,,
115_s.1631,s.1631,115,"Department of State Authorities Act, Fiscal Year 2018",0.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/115th-congress/senate-bill/1631,115_s.1631,True,115_s.1631,china
115_s.1662,s.1662,115,"Commerce, Justice, Science, and Related Agencies Appropriations Act, 2018",0.0,1.0,0.0,0.00873317,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/1662,115_s.1662,True,115_s.1662,china|chinese
115_s.1780,s.1780,115,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2018",0.0,1.0,1.0,0.01208291,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/1780,115_s.1780,True,115_s.1780,china|people's republic of china
115_s.1901,s.1901,115,LEED Act,7.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/115th-congress/senate-bill/1901,115_s.1901,True,115_s.1901,china|chinese
115_s.1955,s.1955,115,Preserving Liu Xiaobo Legacy of Freedom & Gold Medal Act,1.0,1.0,1.0,0.06155219,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/1955,115_s.1955,True,115_s.1955,china|chinese
115_s.2047,s.2047,115,	Preventing Preemptive War in North Korea Act of 2017,13.0,1.0,0.0,0.04494382,1,0,https://www.congress.gov/bill/115th-congress/senate-bill/2047,115_s.2047,False,,
115_s.2098,s.2098,115,Foreign Investment Risk Review Modernization Act of 2018,12.0,1.0,1.0,0.02835539,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/2098,115_s.2098,True,115_s.2098,china
115_s.2313,s.2313,115,Defending Elections from Threats by Establishing Redlines Act of 2018,17.0,1.0,1.0,0.00560224,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/2313,115_s.2313,True,115_s.2313,china
115_s.2391,s.2391,115,Defending U.S. Government Communications Act,4.0,1.0,1.0,0.07541322,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/2391,115_s.2391,True,115_s.2391,china
115_s.2401,s.2401,115,Congressional Accountability Act of 1995 Reform Act,0.0,1.0,1.0,0.00593089,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/2401,115_s.2401,True,115_s.2401,china
115_s.2716,s.2716,115,"A bill to direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes.",3.0,1.0,0.0,0.06901409,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/2716?q=%7B%22search%22%3A%22s.2716%22%7D&s=10&r=1,115_s.2716,False,,
115_s.2736,s.2736,115,Asia Reassurance Initiative Act of 2018,11.0,1.0,1.0,0.03838839,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/2736,115_s.2736,True,115_s.2736,china
115_s.2803,s.2803,115,"Fossil Energy Utilization, Enhancement, and Leadership Act of 2018",1.0,1.0,0.0,0.05368907,1,0,https://www.congress.gov/bill/115th-congress/senate-bill/2803,115_s.2803,False,,
115_s.281,s.281,115,Fairness for High-Skilled Immigrants Act of 2017,20.0,1.0,0.0,0.00627353,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/281,115_s.281,True,115_s.281,chinese
115_s.2826,s.2826,115,Fair Trade with China Enforcement Act,0.0,1.0,1.0,0.09478066,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/2826,115_s.2826,True,115_s.2826,china|chinese|people's republic of china
115_s.2872,s.2872,115,Congressional Accountability and Harassment Reform Act,7.0,1.0,1.0,0.00593905,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/2872,115_s.2872,True,115_s.2872,china
115_s.2952,s.2952,115,Congressional Accountability Act of 1995 Reform Act,43.0,1.0,1.0,0.00791783,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/2952,115_s.2952,True,115_s.2952,china
115_s.2962,s.2962,115,Taiwan International Participation Act of 2018,1.0,1.0,1.0,0.07990599,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/2962,115_s.2962,True,115_s.2962,china
115_s.2980,s.2980,115,Integrated Missile Defense Act of 2018,4.0,1.0,0.0,0.02236025,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/2980?q=%7B%22search%22%3A%22s.2980%22%7D&s=2&r=1,115_s.2980,False,,
115_s.2985,s.2985,115,A bill to require a report on imprisonment of political prisoners in China.,0.0,1.0,1.0,0.03797468,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/2985,115_s.2985,True,115_s.2985,china|chinese
115_s.2987,s.2987,115,John S. McCain National Defense Authorization Act for Fiscal Year 2019,0.0,1.0,1.0,0.01356586,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/2987,115_s.2987,True,115_s.2987,china
115_s.3142,s.3142,115,North Korea Policy Oversight Act of 2018,3.0,1.0,1.0,0.04944353,1,0,https://www.congress.gov/bill/115th-congress/senate-bill/3142,115_s.3142,True,115_s.3142,china
115_s.3148,s.3148,115,Denying Chinese Investors Access to U.S. Small Business Aid Act of 2018,1.0,1.0,1.0,0.20348837,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/3148,115_s.3148,True,115_s.3148,china|chinese
115_s.3153,s.3153,115,Matthew Young Pollard Intelligence Authorization Act for Fiscal Years 2018 and 2019,0.0,1.0,1.0,0.01107805,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3153,115_s.3153,True,115_s.3153,china
115_s.3171,s.3171,115,Countering the Chinese Government and Communist Party s Political Influence Operations Act,6.0,1.0,1.0,0.10129564,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/3171,115_s.3171,True,115_s.3171,china|chinese|communist party of china
115_s.3179,s.3179,115,FIND Trafficking Act,1.0,1.0,0.0,0.02807018,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3179/titles?s=8&r=1&q=%7B%22search%22%3A%22s.3179%22%7D,115_s.3179,False,,
115_s.3255,s.3255,115,E-FRONTIER Act,1.0,1.0,1.0,0.00232019,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3255,115_s.3255,True,115_s.3255,china
115_s.3361,s.3361,115,Fair Trade with China Enforcement Act,1.0,1.0,1.0,0.09961417,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/3361,115_s.3361,True,115_s.3361,china|chinese|people's republic of china
115_s.3378,s.3378,115,Cyber Deterrence and Response Act of 2018,1.0,1.0,0.0,0.02108434,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3378?q=%7B%22search%22%3A%22s.3378%22%7D&s=10&r=1,115_s.3378,False,,
115_s.3406,s.3406,115,Taiwan Allies International Protection and Enhancement Initiative (TAIPEI) Act of 2018,4.0,1.0,0.0,0.02900378,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3406?q=%7B%22search%22%3A%22s.3406%22%7D&s=3&r=1,115_s.3406,False,,
115_s.3455,s.3455,115,ZTE Enforcement Review and Oversight Act,7.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/115th-congress/senate-bill/3455,115_s.3455,True,115_s.3455,china
115_s.3470,s.3470,115,Mongolia Third Neighbor Trade Act,9.0,1.0,0.0,0.06402696,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/3470/text?s=2&r=1&q=%7B%22search%22%3A%22s.3470%22%7D,115_s.3470,False,,
115_s.3486,s.3486,115,"Venezuela Humanitarian Relief, Reconstruction, and Rule of Law Act of 2018",11.0,1.0,1.0,0.01429491,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/3486,115_s.3486,True,115_s.3486,china
115_s.3622,s.3622,115,Uyghur Human Rights Policy Act of 2018,23.0,1.0,1.0,0.07576343,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/3622,115_s.3622,True,115_s.3622,china|chinese
115_s.3667,s.3667,115,Prevention of Arms Race Act of 2018,6.0,1.0,1.0,0.02177068,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3667,115_s.3667,True,115_s.3667,china
115_s.371,s.371,115,"Department of State Authorities Act, Fiscal Year 2017, Improvements Act",0.0,1.0,1.0,0.01359223,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/371,115_s.371,True,115_s.371,china
115_s.3749,s.3749,115,	Congressional Accountability Act of 1995 Reform Act,3.0,1.0,0.0,0.00641984,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3749,115_s.3749,True,115_s.3749,china
115_s.3799,s.3799,115,National Aeronautics and Space Administration Authorization Act of 2018,4.0,1.0,1.0,0.0106296,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3799,115_s.3799,True,115_s.3799,china
115_s.417,s.417,115,Hong Kong Human Rights and Democracy Act of 2017,2.0,1.0,1.0,0.04224208,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/417,115_s.417,True,115_s.417,china
115_s.450,s.450,115,Pacific Defenders of World War II Congressional Gold Medal Act,2.0,1.0,1.0,0.01313321,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/450,115_s.450,True,115_s.450,china
115_s.659,s.659,115,South China Sea and East China Sea Sanctions Act of 2017,2.0,1.0,1.0,0.05470297,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/659,115_s.659,True,115_s.659,china|chinese|people's republic of china
115_s.821,s.821,115,Reciprocal Access to Tibet Act of 2017,15.0,1.0,1.0,0.03942254,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/821,115_s.821,True,115_s.821,china|chinese|people's republic of china
115_s.amdt.3553,s.amdt.3553,115," Interior, Environment, Financial Services and General Government, Agriculture, Rural Development, Food and Drug Administration, and Transportation, Housing and Urban Development Appropriations Act, 2019",0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/115th-congress/senate-amendment/3553?s=6&r=629,,False,,
115_s.amdt.3998,s.amdt.3998,115,"Department of Defense and Labor, Health and Human Services, and Education Appropriations Act, 2019 and Continuing Appropriations Act, 2019",0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/115th-congress/senate-amendment/3998?s=6&r=184,,False,,
115_s.con.res.17,s.con.res.17,115,	Withdraw from Paris Agreement,6.0,0.0,0.0,0.06569343,1,0,https://www.congress.gov/bill/115th-congress/senate-concurrent-resolution/17,115_s.con.res.17,False,,
115_s.con.res.21,s.con.res.21,115,"A concurrent resolution urging the Government of the People's Republic of China to unconditionally release Liu Xiaobo, together with his wife Liu Xia, to allow them to freely meet with friends, family, and counsel and seek medical treatment wherever they desire.",3.0,0.0,0.0,0.05831534,1,1,https://www.congress.gov/bill/115th-congress/senate-concurrent-resolution/21?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=21,115_s.con.res.21,True,115_s.con.res.21,china|chinese|people's republic of china
115_s.con.res.30,s.con.res.30,115,A concurrent resolution expressing the sense of Congress with respect to United States policy toward Tibet and that the treatment of the Tibetan people should be an important factor in the conduct of United States relations with the People's Republic of China.,8.0,0.0,0.0,0.06684492,1,1,https://www.congress.gov/bill/115th-congress/senate-concurrent-resolution/30?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=30,115_s.con.res.30,True,115_s.con.res.30,china|chinese|people's republic of china
115_s.con.res.40,s.con.res.40,115,A concurrent resolution recognizing the close relationship between the United States and Taiwan and the important role of the American Institute in Taiwan in strengthening such relationship.,4.0,0.0,0.0,0.0655527,1,1,https://www.congress.gov/bill/115th-congress/senate-concurrent-resolution/40?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=40,115_s.con.res.40,False,,
115_s.res.10,s.res.10,115,A resolution expressing the sense of the Senate regarding the trafficking of illicit fentanyl into the United States from Mexico and China.,4.0,0.0,0.0,0.06344086,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/10?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=10,115_s.res.10,True,115_s.res.10,china
115_s.res.116,s.res.116,115,A resolution condemning the Assad regime for its continued use of chemical weapons against the Syrian people.,12.0,0.0,0.0,0.03419973,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/116?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=116,115_s.res.116,True,115_s.res.116,china
115_s.res.155,s.res.155,115,"A resolution expressing the sense of the Senate that the United States should work in cooperation with the international community and continue to exercise global leadership to address the causes and effects of climate change, and for other purposes.",24.0,0.0,0.0,0.069375,1,0,https://www.congress.gov/bill/115th-congress/senate-resolution/155?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=155,115_s.res.155,False,,
115_s.res.157,s.res.157,115,"A resolution recognizing that for 50 years, the Association of South East Asian Nations (ASEAN) and its ten members-Brunei, Cambodia, Indonesia, Laos, Malaysia, Myanmar, the Philippines, Singapore, Thailand, and Vietnam-have worked toward stability, prosperity, and peace in Southeast Asia.",6.0,0.0,0.0,0.04372409,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/157?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=157,115_s.res.157,True,115_s.res.157,china
115_s.res.162,s.res.162,115,"A resolution reaffirming the commitment of the United States to promoting religious freedom, and for other purposes.",9.0,0.0,0.0,0.03627267,1,0,https://www.congress.gov/bill/115th-congress/senate-resolution/162?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=162,115_s.res.162,False,,
115_s.res.220,s.res.220,115,"A resolution expressing solidarity with Falun Gong practitioners who have lost lives, freedoms, and rights for adhering to their beliefs and practices and condemning the practice of non-consenting organ harvesting, and for other purposes.",23.0,0.0,0.0,0.06276596,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/220?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=220,115_s.res.220,True,115_s.res.220,china|communist party of china
115_s.res.223,s.res.223,115,"A resolution honoring the life and legacy of Liu Xiaobo for his steadfast commitment to the protection of human rights, political freedoms, free markets, democratic elections, government accountability, and peaceful change in the People's Republic of China.",3.0,0.0,0.0,0.05498282,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/223?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=282,115_s.res.223,True,115_s.res.223,china|chinese|people's republic of china
115_s.res.361,s.res.361,115,"A resolution expressing the sense of the Senate that the United States Government shall, both unilaterally and alongside the international community, consider all options for exerting maximum pressure on the Democratic People's Republic of Korea (DPRK), in order to denuclearize the DPRK, protect the lives of United States citizens and allies, and prevent further proliferation of nuclear weapons.",9.0,0.0,0.0,0.0667854,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/361?s=6&r=387,115_s.res.361,False,,
