Congress,Chamber,Bill #,Title,Link,Label,Notes,con_legis_num
119,House,H.R. 620,"To amend the Defense Production Act of 1950 to prevent harm and disruption to the United States agriculture industry by protecting against foreign influence over agriculture production and supply chains, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/620,No,,119_h.r.620
110,Senate,S.Res. 619,A resolution expressing support for a constructive dialogue on human rights issues between the United States and Bahrain.,https://www.congress.gov/bill/110th-congress/senate-resolution/619,No,,110_s.res.619
119,Senate,S. 199,A bill to amend the Internal Revenue Code of 1986 to provide special rules for the taxation of certain residents of Taiwan with income from sources within the United States.,https://www.congress.gov/bill/119th-congress/senate-bill/199,Yes,,119_s.199
119,Senate,S. 151,A bill to exclude the authority to impose duties and tariff-rate quotas from the International Emergency Economic Powers Act.,https://www.congress.gov/bill/119th-congress/senate-bill/151,No,,119_s.151
119,House,H.R. 4335,"To provide authority to enhance security assistance with countries that are engaged in regional security cooperation efforts in the Middle East and North Africa, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4335,No,,119_h.r.4335
119,House,H.R. 1701,"To require the Secretary of Defense and the Secretary of State to monitor efforts by the People's Republic of China to build or buy strategic foreign ports, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1701,Yes,,119_h.r.1701
115,Senate,S. 1780,"An original bill making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2018, and for other purposes.",https://www.congress.gov/bill/115th-congress/senate-bill/1780,Yes,,115_s.1780
119,Senate,S.Res. 226,A resolution condemning the Government of the People's Republic of China for engaging in transnational repression.,https://www.congress.gov/bill/119th-congress/senate-resolution/226,Yes,,119_s.res.226
119,House,H.R. 1920,"To amend the Agricultural Foreign Investment Disclosure Act of 1978 to strengthen oversight over foreign investment in the United States agricultural industry, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1920,No,,119_h.r.1920
119,House,H.R. 3201,To reauthorize and modify the Belarus Democracy Act of 2004.,https://www.congress.gov/bill/119th-congress/house-bill/3201,No,,119_h.r.3201
119,Senate,S. 3614,"A bill to require any person that maintains an internet website or that sells or distributes a mobile application that is owned, wholly or partially, by a foreign adversary country, by a foreign adversary country-owned-entity, or by a non-state-owned entity located in a foreign adversary country, or that stores and maintains information collected from such website or application in a foreign adversary country, to disclose that fact to any individual who downloads or otherwise uses such website or application.",https://www.congress.gov/bill/119th-congress/senate-bill/3614,No,,119_s.3614
119,House,H.R. 1165,"To require the inspection of certain foreign cranes before use at a United States port, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1165,No,,119_h.r.1165
119,House,H.R. 5450,"Making continuing appropriations for the fiscal year ending September 30, 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5450,No,,119_h.r.5450
119,Senate,S.Res. 351,A resolution requesting information on the Kingdom of Eswatini's human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.,https://www.congress.gov/bill/119th-congress/senate-resolution/351,No,,119_s.res.351
119,House,H.R. 2286,"To prohibit the disclosure of certain genetic information to the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2286,Yes,,119_h.r.2286
119,House,H.R. 5244,To provide for the authorities of the Secretary of State.,https://www.congress.gov/bill/119th-congress/house-bill/5244,No,,119_h.r.5244
119,Senate,S. 3153,A bill to require inclusion on the list of Chinese military companies operating in the United States of Chinese entities on certain other lists maintained by the United States Government.,https://www.congress.gov/bill/119th-congress/senate-bill/3153,Yes,,119_s.3153
119,Senate,S. 3390,"A bill to require a report on the purchases of Iranian oil by the People's Republic of China, support from entities and individuals in the People's Republic of China for Iran's ballistic missile program, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3390,Yes,,119_s.3390
119,Senate,S. 3426,"A bill to establish in the Department of State a Special Envoy for the Human Rights of LGBTQI+ People, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3426,No,,119_s.3426
109,Senate,S. 2208,A bill to suspend temporarily the duty on para-Chlorophenol.,https://www.congress.gov/bill/109th-congress/senate-bill/2208,No,,109_s.2208
119,Senate,S. 1886,"A bill to amend the Trade Act of 1974 to authorize the United States Trade Representative to impose remedial measures with respect to certain entities that evade or may attempt to evade duties imposed with respect to nonmarket economy countries, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1886,No,,119_s.1886
119,Senate,S. 1625,"A bill to establish in the Department of Homeland Security a working group relating to countering terrorist, cybersecurity, border and port security, and transportation security threats posed to the United States by the Chinese Communist Party, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1625,Yes,,119_s.1625
112,House,H.R. 5173,"To suspend temporarily the duty on women's belts of leather or composition leather, each valued $7.00 or higher.",https://www.congress.gov/bill/112th-congress/house-bill/5173,No,,112_h.r.5173
119,House,H.R. 2114,"To amend titles XVIII and XIX of the Social Security Act, title XXVII of the Public Health Service Act, and the National Organ Transplant Act to prohibit certain organ transplants with specified connections to the People's Republic of China.",https://www.congress.gov/bill/119th-congress/house-bill/2114,Yes,,119_h.r.2114
119,Senate,S. 1755,A bill to provide for a review of sanctions with respect to Hong Kong.,https://www.congress.gov/bill/119th-congress/senate-bill/1755,Yes,,119_s.1755
114,Senate,S. 3469,A bill to reinstate reporting requirements related to United States-Hong Kong relations.,https://www.congress.gov/bill/114th-congress/senate-bill/3469,Yes,,114_s.3469
107,House,H.R. 4463,To provide for the liquidation or reliquidation of certain entries.,https://www.congress.gov/bill/107th-congress/house-bill/4463,No,,107_h.r.4463
119,House,H.Res. 561,"Honoring the life and legacy of Father Stan, a prominent human rights activist who died while in custody of the Indian State on July 5, 2021, and encouraging India to pursue an independent investigation into his arrest, incarceration, and death.",https://www.congress.gov/bill/119th-congress/house-resolution/561,No,,119_h.res.561
109,House,H.J.Res. 86,"Approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003, and for other purposes.",https://www.congress.gov/bill/109th-congress/house-joint-resolution/86,No,,109_h.j.res.86
119,Senate,S. 731,"A bill to prohibit conflicts of interest among consulting firms that simultaneously contract with China or other covered foreign entities and the United States Government, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/731,Yes,,119_s.731
119,Senate,S. 153,A bill to repeal the Protecting Americans from Foreign Adversary Controlled Applications Act.,https://www.congress.gov/bill/119th-congress/senate-bill/153,No,,119_s.153
119,House,H.R. 1049,"To ensure that parents are aware of foreign influence in their childâ€™s public school, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1049,No,,119_h.r.1049
119,House,H.R. 4016,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4016,No,,119_h.r.4016
119,Senate,S. 3301,"A bill to prohibit purchases of certain semiconductor manufacturing equipment from foreign entities of concern or subsidiaries of foreign entities of concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3301,No,,119_s.3301
112,Senate,S. 15,"A bill to prohibit the regulation of carbon dioxide emissions in the United States until China, India, and Russia implement similar reductions.",https://www.congress.gov/bill/112th-congress/senate-bill/15,Yes,,112_s.15
119,House,H.R. 6318,"To prohibit price gouging with respect to goods subject to a tariff, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6318,No,,119_h.r.6318
119,House,H.R. 6846,"To amend the Homeland Security Act of 2002 to require the Secretary of Homeland Security to conduct annual assessments on terrorism threats to the United States relating to the malicious use of unmanned aircraft systems by covered foreign adversaries, including terrorist organizations, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6846,No,,119_h.r.6846
119,House,H.Res. 1020,"Honoring President Donald J. Trump for securing a historic strategic agreement establishing permanent United States sovereignty and control over critical military installations in Greenland, strengthening Arctic security, and countering malign Russian and Chinese influence.",https://www.congress.gov/bill/119th-congress/house-resolution/1020,Yes,,119_h.res.1020
119,Senate,S. 2296,"An original bill to authorize appropriations for fiscal year 2026 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2296,No,,119_s.2296
119,House,H.R. 1318,"To amend the Research and Development, Competition, and Innovation Act to clarify the definition of foreign country for purposes of malign foreign talent recruitment restriction, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1318,No,,119_h.r.1318
116,House,H.Res. 1131,Condemning the murder of Sara Duker and renouncing Palestinian Authority martyr payments to terrorists.,https://www.congress.gov/bill/116th-congress/house-resolution/1131,No,,116_h.res.1131
119,Senate,S.Res. 283,"A resolution commemorating the 90th birthday of His Holiness the 14th Dalai Lama on July 6, 2025, as ""A Day of Compassion"" and expressing support for the human rights and distinct religious, cultural, linguistic, and historical identity of the Tibetan people.",https://www.congress.gov/bill/119th-congress/senate-resolution/283,Yes,,119_s.res.283
119,Senate,S. 40,"A bill to address the fundamental injustice, cruelty, brutality, and inhumanity of slavery in the United States and the 13 American colonies between 1619 and 1865 and to establish a commission to study and consider a national apology and proposal for reparations for the institution of slavery, its subsequent de jure and de facto racial and economic discrimination against African Americans, and the impact of these forces on living African Americans, to make recommendations to the Congress on appropriate remedies, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/40,No,,119_s.40
104,House,H.Con.Res. 84,Expressing the sense of the Congress concerning freedom of the press in Russia.,https://www.congress.gov/bill/104th-congress/house-concurrent-resolution/84,No,,104_h.con.res.84
109,House,H.R. 5918,To amend the Immigration and Nationality Act to protect vulnerable refugees and asylum seekers.,https://www.congress.gov/bill/109th-congress/house-bill/5918,No,,109_h.r.5918
119,Senate,S.Res. 339,"A resolution condemning Nicolas Maduro and the Venezuelan regime's continued human rights abuses, political repression, and dismantling of democratic institutions, and recognizing the resilience of the Venezuelan democratic opposition under the leadership of Maria Corina Machado and Edmundo Gonzalez.",https://www.congress.gov/bill/119th-congress/senate-resolution/339,No,,119_s.res.339
110,House,H.R. 4156,"Making emergency supplemental appropriations for the Department of Defense for the fiscal year ending September 30, 2008, and for other purposes.",https://www.congress.gov/bill/110th-congress/house-bill/4156,No,,110_h.r.4156
116,Senate,S. 4018,"A bill to strengthen the Mutual Defense Treaty between the United States and the Republic of Korea, and for other purposes.",https://www.congress.gov/bill/116th-congress/senate-bill/4018,No,,116_s.4018
119,House,H.R. 1743,"To provide the President with authority to enter into a comprehensive trade agreement with the United Kingdom, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1743,No,,119_h.r.1743
117,Senate,S.Res. 538,A resolution expressing support for a second United States-Africa Leaders Summit as an important opportunity to strengthen ties between the United States and African partners and build on areas of mutual interest.,https://www.congress.gov/bill/117th-congress/senate-resolution/538,No,,117_s.res.538
101,Senate,S. 2493,"A bill to suspend until December 31, 1992, the duty on 4,5-dichloro-2-n-octyl-4-isothiazolin-3-one and on mixtures of 4,5-dichloro-2-n-octyl-4-isothiazolin-3-one and application adjuvants, with or without stabilizers.",https://www.congress.gov/bill/101st-congress/senate-bill/2493,No,,101_s.2493
119,House,H.R. 906,"To direct the Federal Communications Commission to publish a list of entities that hold authorizations, licenses, or other grants of authority issued by the Commission and that have certain foreign ownership, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/906,No,,119_h.r.906
119,House,H.R. 1468,"To establish the CCP Initiative program, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1468,Yes,,119_h.r.1468
112,Senate,S. 2903,A bill to suspend temporarily the duty on 2-ethylhexyl salicylate.,https://www.congress.gov/bill/112th-congress/senate-bill/2903,No,,112_s.2903
119,House,H.R. 5246,"To provide for the political affairs authorities of the Department of State, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5246,Yes,,119_h.r.5246
119,Senate,S. 1357,"A bill to amend the Securities Exchange Act of 1934 to address the issuance of securities by Chinese entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1357,Yes,,119_s.1357
113,Senate,S. 1850,"A bill to reform and modernize domestic refugee resettlement programs, and for other purposes.",https://www.congress.gov/bill/113th-congress/senate-bill/1850,No,,113_s.1850
119,House,H.R. 2000,"To establish a program to monitor the Arctic region, promote United States interests in that region, and combat Russian, Chinese, and other foreign malign influence in the region.",https://www.congress.gov/bill/119th-congress/house-bill/2000,Yes,,119_h.r.2000
119,Senate,S. 672,"A bill to establish the CCP Initiative program, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/672,Yes,,119_s.672
119,Senate,S. 742,"A bill to extend duty-free treatment provided with respect to imports from Haiti under the Caribbean Basin Economic Recovery Act, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/742,No,,119_s.742
119,House,H.Res. 5,"Adopting the Rules of the House of Representatives for the One Hundred Nineteenth Congress, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-resolution/5,No,,119_h.res.5
106,Senate,S. 2175,A bill to suspend temporarily the duty on 1-fluoro-2-nitro-benzene.,https://www.congress.gov/bill/106th-congress/senate-bill/2175,No,,106_s.2175
119,Senate,S. 1731,A bill to require the Secretary of State and the Secretary of Defense to develop a strategy in response to the global basing intentions of the People's Republic of China.,https://www.congress.gov/bill/119th-congress/senate-bill/1731,Yes,,119_s.1731
119,House,H.R. 3786,"To amend the Harmonized Tariff Schedule of the United States to increase the rate of duty on unmanned aircraft, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3786,Yes,,119_h.r.3786
119,House,H.Res. 110,"Prohibiting the distribution of Chinese Communist Party-controlled publications within House facilities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-resolution/110,Yes,,119_h.res.110
101,Senate,S. 1278,A bill to deny the People's Republic of China most-favored-nation trade treatment.,https://www.congress.gov/bill/101st-congress/senate-bill/1278,Yes,,101_s.1278
119,Senate,S. 2268,"A bill to amend the Defense Production Act of 1950 to include the Secretary of Agriculture as a member of the Committee on Foreign Investment in the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2268,Yes,,119_s.2268
119,House,H.R. 692,"To require the United States Executive Director at the International Monetary Fund to advocate for increased transparency with respect to exchange rate policies of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/692,Yes,,119_h.r.692
111,House,H.R. 1980,"To continue restrictions against and prohibit diplomatic recognition of the Government of North Korea, and for other purposes.",https://www.congress.gov/bill/111th-congress/house-bill/1980,No,,111_h.r.1980
119,Senate,S.Res. 523,"A resolution expressing the opposition of the Senate to the Chinese Communist Party's ""stolen valor"" historical revisionism with regard to Allied Victory in Asia, commemorating the contributions made by the Republic of China to Allied Victory, and acknowledging the postwar contributions of the Government of Japan to peace and stability in Asia.",https://www.congress.gov/bill/119th-congress/senate-resolution/523,Yes,,119_s.res.523
119,House,H.R. 6888,"To require the Administrator of the Small Business Administration to report on certain costs of tariffs, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6888,No,,119_h.r.6888
112,House,H.R. 4796,To extend the temporary suspension of duty on electromechanical ice shavers.,https://www.congress.gov/bill/112th-congress/house-bill/4796,No,,112_h.r.4796
112,Senate,S. 2358,A bill to reduce temporarily the duty on certain pasta tools.,https://www.congress.gov/bill/112th-congress/senate-bill/2358,No,,112_s.2358
119,Senate,S. 951,"A bill to revise sections 552, 1461, and 1462 of title 18, United States Code, and section 305 of the Tariff Act of 1930 (19 U.S.C. 1305), and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/951,No,,119_s.951
119,Senate,S.Res. 540,"A resolution recognizing Human Rights Day on December 10, 2025, and commemorating the 77th anniversary of the Universal Declaration of Human Rights and the Celebration of ""Human Rights Day"".",https://www.congress.gov/bill/119th-congress/senate-resolution/540,No,,119_s.res.540
116,Senate,S. 3064,A bill to oppose violations of religious freedom in Ukraine by Russia and armed groups commanded by Russia.,https://www.congress.gov/bill/116th-congress/senate-bill/3064,No,,116_s.3064
119,House,H.R. 942,"To amend the Energy Policy and Conservation Act to prohibit the export or sale of petroleum products from the Strategic Petroleum Reserve to certain entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/942,Yes,,119_h.r.942
119,Senate,S. 1012,"A bill to increase oversight of foreign direct investment in agricultural land in the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1012,Yes,,119_s.1012
119,House,H.R. 1504,"To withdraw normal trade relations treatment from, and apply certain provisions of title IV of the Trade Act of 1974 to, products of the People's Republic of China, and to expand the eligibility requirements for products of the People's Republic of China to receive normal trade relations treatment in the future, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1504,Yes,,119_h.r.1504
119,House,H.R. 4812,"To direct the Secretary of the Air Force to incorporate certain elements regarding depot-level maintenance coordination in at least one multinational exercise conducted in the area of operations of the United States Indo-Pacific Command, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4812,No,,119_h.r.4812
113,House,H.R. 1056,To extend the temporary suspension of duty on Acid Black 132.,https://www.congress.gov/bill/113th-congress/house-bill/1056,No,,113_h.r.1056
119,House,H.R. 1422,"To impose sanctions with respect to persons engaged in logistical transactions and sanctions evasion relating to oil, gas, liquefied natural gas, and related petrochemical products from the Islamic Republic of Iran, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1422,No,,119_h.r.1422
112,Senate,S. 2640,A bill to suspend temporarily the duty on potassium persulfate encapsulated in cellulose acetate butyrate.,https://www.congress.gov/bill/112th-congress/senate-bill/2640,No,,112_s.2640
119,House,H.R. 400,"To prohibit contributions to the United Nations Human Rights Council, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/400,No,,119_h.r.400
119,House,H.Res. 937,"Condemning the Government of Ethiopia for actions that threaten regional stability, violate fundamental human rights, and undermine the strategic interests of the United States in the Horn of Africa.",https://www.congress.gov/bill/119th-congress/house-resolution/937,No,,119_h.res.937
119,House,H.R. 458,To prohibit the purchase of public or private real estate located in the United States by foreign adversaries and state sponsors of terrorism.,https://www.congress.gov/bill/119th-congress/house-bill/458,No,,119_h.r.458
119,House,H.Res. 653,Expressing support for the Japanese Diet's Caucus for Universal Values in the Indo-Pacific and for continued United States-Japan interparliamentary collaboration to advance democracy in the region.,https://www.congress.gov/bill/119th-congress/house-resolution/653,No,,119_h.res.653
119,Senate,S.Res. 54,A resolution expressing the vital importance of the Panama Canal to the United States.,https://www.congress.gov/bill/119th-congress/senate-resolution/54,Yes,,119_s.res.54
119,Senate,S. 3163,A bill to require the Secretary of Defense to seek to engage appropriate officials of Taiwan in a joint program with Taiwan to enable the fielding of uncrewed systems and counter-uncrewed systems capabilities.,https://www.congress.gov/bill/119th-congress/senate-bill/3163,Yes,,119_s.3163
119,House,H.R. 7058,"To require the Secretary of State to conduct assessments of the risks posed to the United States by foreign adversaries who utilize generative artificial intelligence for malicious activities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/7058,No,,119_h.r.7058
109,House,H.R. 2836,To extend the duty suspension on Allyl isosulfocynate.,https://www.congress.gov/bill/109th-congress/house-bill/2836,No,,109_h.r.2836
119,House,H.R. 1167,To prohibit the procurement of solar panels manufactured or assembled in the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/1167,Yes,,119_h.r.1167
119,House,H.R. 460,"To direct the Secretary of Homeland Security and the Secretary of State to require aliens applying for certain visas to disclose if they receive funds from the Government of the People's Republic of China or the Chinese Communist Party, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/460,Yes,,119_h.r.460
119,House,H.R. 1995,"To direct the Secretary of Agriculture to publish, on an annual basis, an assessment on United States dependency on critical agricultural products or inputs from the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1995,Yes,,119_h.r.1995
118,Senate,S. 2754,"A bill to require the Secretary of Health and Human Services to publish all information in the possession of the Department of Health and Human Services relating to the origin of COVID-19, and for other purposes.",https://www.congress.gov/bill/118th-congress/senate-bill/2754,Yes,,118_s.2754
119,House,H.R. 4802,"To prohibit the Secretary of Transportation from entering into, extending, or renewing a contract with, or awarding a grant to, an entity that uses or procures light detection and ranging technology from certain foreign entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4802,No,,119_h.r.4802
119,Senate,S. 1623,"A bill to require reciprocity from certain countries with respect to the reporting of official meetings with State and local officials, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1623,No,,119_s.1623
119,House,H.R. 5626,"To provide expanded cooperation by the National Aeronautics and Space Administration and the National Oceanic and Atmospheric Administration with Taiwan, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5626,Yes,,119_h.r.5626
119,House,H.Res. 925,Condemning the Government of Iran's state-sponsored persecution of the Baha'i minority in Iran and the continued violation of the Universal Declaration of Human Rights and the International Covenant on Civil and Political Rights.,https://www.congress.gov/bill/119th-congress/house-resolution/925,No,,119_h.res.925
110,Senate,S. 3439,"A bill to provide for duty free treatment of certain recreational performance outerwear, and for other purposes.",https://www.congress.gov/bill/110th-congress/senate-bill/3439,No,,110_s.3439
119,Senate,S. 3555,A bill to protect the national security of the United States by imposing sanctions with respect to certain persons of the People's Republic of China and prohibiting and requiring notifications with respect to certain investments by United States persons in countries of concern.,https://www.congress.gov/bill/119th-congress/senate-bill/3555,Yes,,119_s.3555
119,House,H.Res. 106,Expressing the sense of the House of Representatives that the United Nations Security Council should immediately impose an arms embargo against the military of Burma.,https://www.congress.gov/bill/119th-congress/house-resolution/106,No,,119_h.res.106
106,House,H.R. 3786,"To suspend temporarily the duty on machines, and their parts, for use in the manufacture of digital versatile discs (DVDs).",https://www.congress.gov/bill/106th-congress/house-bill/3786,No,,106_h.r.3786
106,Senate,S. 2143,A bill to suspend temporarily the duty on certain fluoride compounds.,https://www.congress.gov/bill/106th-congress/senate-bill/2143,No,,106_s.2143
119,House,H.R. 6246,To amend the Internal Revenue Code of 1986 to extend certain provisions of the health insurance premium tax credit using tariff revenue.,https://www.congress.gov/bill/119th-congress/house-bill/6246,No,,119_h.r.6246
111,Senate,S. 2110,A bill to reduce temporarily the duty on Fluopyram.,https://www.congress.gov/bill/111th-congress/senate-bill/2110,No,,111_s.2110
101,Senate,S. 2944,"An original bill to authorize assistance for fiscal year 1991 activities within a comprehensive Support for East European Democracy (SEED) program to promote political and economic transition in countries of Europe emerging from the tyranny and legacy of communist rule, to authorize appropriations for worldwide Peace Corps activities in fiscal years 1991 and 1992, to amend the Foreign Assistance Act of 1961 to establish a Development Fund for Africa, to authorize further United States contributions to the International Development Association, and for other purposes.",https://www.congress.gov/bill/101st-congress/senate-bill/2944,No,,101_s.2944
