Congress,Chamber,Bill #,Title,Link,Label,Notes,con_legis_num
119,Senate,S. 488,"A bill to impose sanctions with respect to foreign persons that engage in certain transactions relating to Cuba and to impose sanctions with respect to human rights abuse and corruption in Cuba, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/488,No,,119_s.488
119,House,H.Res. 717,"Honoring Juan LÃ³pez, a Honduran Catholic leader and human rights advocate murdered in the Tocoa municipality of the Bajo AguÃ¡n region of Honduras and commemorating one year since his assassination.",https://www.congress.gov/bill/119th-congress/house-resolution/717,No,,119_h.res.717
111,Senate,S. 2028,A bill to extend the temporary suspension of duty on Thymol.,https://www.congress.gov/bill/111th-congress/senate-bill/2028,No,,111_s.2028
103,House,H.R. 2897,"To suspend temporarily the duty on the personal effects of participants in, and certain other individuals associated with, the 1994 World Cup soccer games.",https://www.congress.gov/bill/103rd-congress/house-bill/2897,No,,103_h.r.2897
119,House,H.R. 5329,"To authorize the establishment of a Regional China Officer Program Unit in the Department of State to monitor and assess the global presence of the People's Republic of China and to help United States diplomatic and consular posts abroad address its malign influence and activities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5329,Yes,,119_h.r.5329
119,House,H.R. 1625,"To extend duty-free treatment provided with respect to imports from Haiti under the Caribbean Basin Economic Recovery Act, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1625,No,,119_h.r.1625
119,House,H.R. 2449,"To direct the Federal Communications Commission to establish a task force to be known as the ""6G Task Force"", and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2449,No,,119_h.r.2449
119,House,H.R. 2871,"To amend the Internal Revenue Code of 1986 to restrict the advanced manufacturing production credit with respect to components produced by, or in connection with, foreign entities of concern.",https://www.congress.gov/bill/119th-congress/house-bill/2871,No,,119_h.r.2871
107,House,H.R. 4228,"To suspend until December 31, 2005, the duty on Penta Amino Aceto Nitrate Cobalt III (CoFlake 2).",https://www.congress.gov/bill/107th-congress/house-bill/4228,No,,107_h.r.4228
119,House,H.R. 7058,"To require the Secretary of State to conduct assessments of the risks posed to the United States by foreign adversaries who utilize generative artificial intelligence for malicious activities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/7058,No,,119_h.r.7058
119,Senate,S. 321,"A bill to amend title 18, United States Code, to prohibit United States persons from advancing artificial intelligence capabilities within the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/321,Yes,,119_s.321
119,House,H.R. 6770,To direct the Commander of the United States Cyber Command to submit to Congress a report regarding recommended actions in cyberspace to defend the United States against transnational organized crime networks linked to the Chinese Communist Party that operate digital scams.,https://www.congress.gov/bill/119th-congress/house-bill/6770,Yes,,119_h.r.6770
119,Senate,S. 3374,"A bill to amend the Export Control Reform Act of 2018 to prohibit the issuance of licenses for the export, reexport, or in-country transfer of advanced integrated circuits to or in foreign adversaries.",https://www.congress.gov/bill/119th-congress/senate-bill/3374,No,,119_s.3374
119,House,H.R. 4,"To rescind certain budget authority proposed to be rescinded in special messages transmitted to the Congress by the President on June 3, 2025, in accordance with section 1012(a) of the Congressional Budget and Impoundment Control Act of 1974.",https://www.congress.gov/bill/119th-congress/house-bill/4,No,,119_h.r.4
101,Senate,S. 2944,"An original bill to authorize assistance for fiscal year 1991 activities within a comprehensive Support for East European Democracy (SEED) program to promote political and economic transition in countries of Europe emerging from the tyranny and legacy of communist rule, to authorize appropriations for worldwide Peace Corps activities in fiscal years 1991 and 1992, to amend the Foreign Assistance Act of 1961 to establish a Development Fund for Africa, to authorize further United States contributions to the International Development Association, and for other purposes.",https://www.congress.gov/bill/101st-congress/senate-bill/2944,No,,101_s.2944
119,House,H.R. 910,"To require the Secretary of the Treasury to pursue more equitable treatment of Taiwan at the international financial institutions, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/910,Yes,,119_h.r.910
110,House,H.R. 4156,"Making emergency supplemental appropriations for the Department of Defense for the fiscal year ending September 30, 2008, and for other purposes.",https://www.congress.gov/bill/110th-congress/house-bill/4156,No,,110_h.r.4156
119,House,H.R. 1005,"To require public elementary and secondary schools to disclose certain funds received from, or contracts with, a foreign source, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1005,No,,119_h.r.1005
119,House,H.R. 649,To amend the Richard B. Russell National School Lunch Act to allow schools that participate in the school lunch program under such Act to serve whole milk.,https://www.congress.gov/bill/119th-congress/house-bill/649,No,,119_h.r.649
119,Senate,S. 2424,"A bill to require a report of, and a strategy to combat, arms sales of the Government of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2424,Yes,,119_s.2424
119,House,H.R. 283,To authorize the President to enter into negotiations for the reacquisition of the Panama Canal from the Republic of Panama.,https://www.congress.gov/bill/119th-congress/house-bill/283,No,,119_h.r.283
112,Senate,S. 2358,A bill to reduce temporarily the duty on certain pasta tools.,https://www.congress.gov/bill/112th-congress/senate-bill/2358,No,,112_s.2358
119,Senate,S.Res. 39,"A resolution supporting the observation of National Trafficking and Modern Slavery Prevention Month during the period beginning on January 1, 2025, and ending on February 1, 2025, to raise awareness of, and opposition to, human trafficking and modern slavery.",https://www.congress.gov/bill/119th-congress/senate-resolution/39,No,,119_s.res.39
119,House,H.R. 3452,"To codify the Six Assurances to Taiwan, provide congressional review of the Six Assurances, protect Taiwan from coercion, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3452,Yes,,119_h.r.3452
119,House,H.R. 942,"To amend the Energy Policy and Conservation Act to prohibit the export or sale of petroleum products from the Strategic Petroleum Reserve to certain entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/942,Yes,,119_h.r.942
114,House,H.R. 4303,"To provide for the establishment of an accountable and humane border security strategy for the international land borders of the United States, address cultural, economic, ecological, environmental and humanitarian impacts of border security infrastructure, measures, and activities along the international land borders of the United States, and for other purposes.",https://www.congress.gov/bill/114th-congress/house-bill/4303,No,,114_h.r.4303
119,Senate,S. 761,"A bill to establish the Truth and Healing Commission on Indian Boarding School Policies in the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/761,No,,119_s.761
119,Senate,S. 2684,"A bill to support countries in Latin America and the Caribbean that maintain official diplomatic relations with Taiwan, to counter efforts by the People's Republic of China to coerce or pressure governments into breaking such ties, to deepen coordination with Taiwan on diplomatic, development, and economic engagement in the Western Hemisphere, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2684,Yes,,119_s.2684
119,House,H.R. 564,To repeal the Protecting Americans from Foreign Adversary Controlled Applications Act.,https://www.congress.gov/bill/119th-congress/house-bill/564,Yes,,119_h.r.564
119,House,H.R. 4016,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4016,No,,119_h.r.4016
110,Senate,S. 3439,"A bill to provide for duty free treatment of certain recreational performance outerwear, and for other purposes.",https://www.congress.gov/bill/110th-congress/senate-bill/3439,No,,110_s.3439
119,Senate,S. 1772,"A bill to require the inclusion of the Ministry of Public Security's Institute of Forensic Science of China on the entity list maintained by the Bureau of Industry and Security of the Department of Commerce, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1772,Yes,,119_s.1772
119,House,H.R. 6246,To amend the Internal Revenue Code of 1986 to extend certain provisions of the health insurance premium tax credit using tariff revenue.,https://www.congress.gov/bill/119th-congress/house-bill/6246,No,,119_h.r.6246
119,House,H.R. 5246,"To provide for the political affairs authorities of the Department of State, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5246,No,,119_h.r.5246
111,Senate,S. 1854,A bill to extend the suspension of duty on pymetrozine technical.,https://www.congress.gov/bill/111th-congress/senate-bill/1854,No,,111_s.1854
119,House,H.Res. 242,"Providing for consideration of the joint resolution (H.J. Res. 24) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Walk-In Coolers and Walk-In Freezers""; providing for consideration of the joint resolution (H.J. Res. 75) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Office of Energy Efficiency and Renewable Energy, Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Commercial Refrigerators, Freezers, and Refrigerator-Freezers""; and providing for consideration of the bill (H.R. 1048) to amend the Higher Education Act of 1965 to strengthen disclosure requirements relating to foreign gifts and contracts, to prohibit contracts between institutions of higher education and certain foreign entities and countries of concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-resolution/242,No,,119_h.res.242
119,House,H.R. 1049,"To ensure that parents are aware of foreign influence in their childâ€™s public school, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1049,No,,119_h.r.1049
119,Senate,S. 1010,"A bill to prohibit the use of funds for universities that provide support to the People's Liberation Army, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1010,Yes,,119_s.1010
119,House,H.R. 460,"To direct the Secretary of Homeland Security and the Secretary of State to require aliens applying for certain visas to disclose if they receive funds from the Government of the People's Republic of China or the Chinese Communist Party, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/460,Yes,,119_h.r.460
119,House,H.R. 1167,To prohibit the procurement of solar panels manufactured or assembled in the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/1167,Yes,,119_h.r.1167
119,Senate,S. 1223,"A bill to amend the Commodity Exchange Act to prohibit interference in United States digital commodity markets by entities organized or established in a foreign adversary, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1223,Yes,,119_s.1223
119,Senate,S. 40,"A bill to address the fundamental injustice, cruelty, brutality, and inhumanity of slavery in the United States and the 13 American colonies between 1619 and 1865 and to establish a commission to study and consider a national apology and proposal for reparations for the institution of slavery, its subsequent de jure and de facto racial and economic discrimination against African Americans, and the impact of these forces on living African Americans, to make recommendations to the Congress on appropriate remedies, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/40,No,,119_s.40
119,House,H.R. 6576,To restrict the use of foreign adversary LiDAR in the United States.,https://www.congress.gov/bill/119th-congress/house-bill/6576,Yes,,119_h.r.6576
119,House,H.R. 1422,"To impose sanctions with respect to persons engaged in logistical transactions and sanctions evasion relating to oil, gas, liquefied natural gas, and related petrochemical products from the Islamic Republic of Iran, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1422,No,,119_h.r.1422
119,House,H.R. 969,To impose sanctions on persons engaging in transactions in Afghanistan rare earth minerals.,https://www.congress.gov/bill/119th-congress/house-bill/969,No,,119_h.r.969
119,House,H.R. 4848,To terminate the United States-People's Republic of China Income Tax Convention if the People's Liberation Army initiates an armed attack against Taiwan.,https://www.congress.gov/bill/119th-congress/house-bill/4848,Yes,,119_h.r.4848
119,Senate,S. 1623,"A bill to require reciprocity from certain countries with respect to the reporting of official meetings with State and local officials, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1623,Yes,,119_s.1623
119,Senate,S. 1864,"A bill to amend the William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021 to modify the provision relating to public reporting of Chinese military companies, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1864,Yes,,119_s.1864
119,Senate,S. 3426,"A bill to establish in the Department of State a Special Envoy for the Human Rights of LGBTQI+ People, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3426,No,,119_s.3426
119,Senate,S. 3163,A bill to require the Secretary of Defense to seek to engage appropriate officials of Taiwan in a joint program with Taiwan to enable the fielding of uncrewed systems and counter-uncrewed systems capabilities.,https://www.congress.gov/bill/119th-congress/senate-bill/3163,Yes,,119_s.3163
119,Senate,S. 153,A bill to repeal the Protecting Americans from Foreign Adversary Controlled Applications Act.,https://www.congress.gov/bill/119th-congress/senate-bill/153,No,,119_s.153
119,Senate,S.J.Res. 101,A joint resolution providing for congressional disapproval of the proposed foreign military sales to Taiwan of certain defense articles and services.,https://www.congress.gov/bill/119th-congress/senate-joint-resolution/101,Yes,,119_s.j.res.101
113,Senate,S. 1850,"A bill to reform and modernize domestic refugee resettlement programs, and for other purposes.",https://www.congress.gov/bill/113th-congress/senate-bill/1850,No,,113_s.1850
109,Senate,S. 2317,"A bill to amend the Trade Act of 1974 to require the United States Trade Representative to identify trade enforcement priorities and to take action with respect to priority foreign country trade practices, and for other purposes.",https://www.congress.gov/bill/109th-congress/senate-bill/2317,No,,109_s.2317
101,Senate,S. 2493,"A bill to suspend until December 31, 1992, the duty on 4,5-dichloro-2-n-octyl-4-isothiazolin-3-one and on mixtures of 4,5-dichloro-2-n-octyl-4-isothiazolin-3-one and application adjuvants, with or without stabilizers.",https://www.congress.gov/bill/101st-congress/senate-bill/2493,No,,101_s.2493
101,Senate,S. 1278,A bill to deny the People's Republic of China most-favored-nation trade treatment.,https://www.congress.gov/bill/101st-congress/senate-bill/1278,Yes,,101_s.1278
119,House,H.R. 6372,To repeal the Human Rights Sanctuary Amendment Act of 2022.,https://www.congress.gov/bill/119th-congress/house-bill/6372,No,,119_h.r.6372
107,House,H.R. 4428,To extend the temporary suspension of duty on B-Bromo-B-nitrostyrene.,https://www.congress.gov/bill/107th-congress/house-bill/4428,No,,107_h.r.4428
119,Senate,S. 1754,A bill to counter the military-civil fusion strategy of the Chinese Communist Party and prevent United States contributions to the development of dual-use technology in China.,https://www.congress.gov/bill/119th-congress/senate-bill/1754,Yes,,119_s.1754
119,House,H.R. 1165,"To require the inspection of certain foreign cranes before use at a United States port, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1165,No,,119_h.r.1165
119,House,H.R. 4121,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4121,No,,119_h.r.4121
119,Senate,S. 2296,"An original bill to authorize appropriations for fiscal year 2026 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2296,No,,119_s.2296
115,Senate,S. 2872,"A bill to amend the Congressional Accountability Act of 1995 to reform the procedures provided under such Act for the initiation, investigation, and resolution of claims alleging that employing offices of the legislative branch have violated the rights and protections provided to their employees under such Act, including protections against sexual harassment and discrimination, and for other purposes.",https://www.congress.gov/bill/115th-congress/senate-bill/2872,No,,115_s.2872
119,House,H.R. 2559,"To support Taiwan's international space, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2559,Yes,,119_h.r.2559
119,House,H.R. 2286,"To prohibit the disclosure of certain genetic information to the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2286,Yes,,119_h.r.2286
106,House,H.R. 3786,"To suspend temporarily the duty on machines, and their parts, for use in the manufacture of digital versatile discs (DVDs).",https://www.congress.gov/bill/106th-congress/house-bill/3786,No,,106_h.r.3786
119,House,H.R. 3961,"To prohibit the Secretary of Defense from entering into software source code contracts with entities with certain relationships with China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3961,Yes,,119_h.r.3961
119,House,H.R. 2459,"To amend the Trade Act of 1974 to eliminate the authority to impose certain import surcharges to address balance of payments deficits, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2459,No,,119_h.r.2459
119,Senate,S.Res. 226,A resolution condemning the Government of the People's Republic of China for engaging in transnational repression.,https://www.congress.gov/bill/119th-congress/senate-resolution/226,Yes,,119_s.res.226
