Congress,Chamber,Bill #,Title,Link,Label,Notes,con_legis_num
119,House,H.R. 4458,To require the Secretary of State and the Secretary of Defense to develop a strategy in response to the global basing intentions of the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/4458,Yes,,119_h.r.4458
119,House,H.R. 1577,"To provide authority to the Secretary of the Treasury to take special measures against certain entities outside of the United States of primary money laundering concern in connection with illicit fentanyl and narcotics financing, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1577,No,,119_h.r.1577
119,Senate,S. 3330,"A bill to impose sanctions with respect to persons that contribute to international trafficking of illicit drugs, including companies of the People's Republic of China that supply fentanyl precursors and certain cartels that traffic fentanyl into the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3330,Yes,,119_s.3330
119,House,H.R. 407,To exclude the imposition of duties and import quotas from the authorities provided to the President under the International Emergency Economic Powers Act.,https://www.congress.gov/bill/119th-congress/house-bill/407,No,,119_h.r.407
119,House,H.R. 6207,"To prohibit purchases of certain semiconductor manufacturing equipment from foreign entities of concern or subsidiaries of foreign entities of concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6207,No,Covers foreign entities of concern,119_h.r.6207
119,House,H.R. 1496,"To amend the Internal Revenue Code of 1986 to establish a credit for the domestic production of high-performance rare earth magnets, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1496,No,,119_h.r.1496
119,House,H.R. 2147,"To amend the Immigration and Nationality Act to prohibit the admission of Chinese nationals as nonimmigrant students, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2147,Yes,,119_h.r.2147
105,Senate,S. 1550,"A bill to suspend until December 31, 2002, the duty on Benzoic acid, 4-{{(2,5-dichlorophenyl)amino}carbonyl}-2-{{2-hydroxy-3-{{(2-methoxyphenyl)amino}carbonyl}-1-naphthalenyl}-,methyl ester.",https://www.congress.gov/bill/105th-congress/senate-bill/1550,No,,105_s.1550
119,House,H.R. 6056,"To establish in the Department of State a Special Envoy for the Human Rights of LGBTQI+ Peoples, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6056,No,,119_h.r.6056
119,House,H.R. 3264,To require a determination and report relating to money laundering and violations of export controls and sanctions in Hong Kong.,https://www.congress.gov/bill/119th-congress/house-bill/3264,Yes,,119_h.r.3264
119,Senate,S. 2224,"A bill to amend the Taiwan Allies International Protection and Enhancement Initiative (TAIPEI) Act of 2019 to provide that the United States, in its role as a member of any international organizations, should oppose any attempts by the People's Republic of China to resolve Taiwan's status by distorting the decisions, language, policies, or procedures of any such organization, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2224,Yes,,119_s.2224
103,House,H.R. 1307,To prohibit the involuntary return to Haiti of Haitian refugees outside the United States.,https://www.congress.gov/bill/103rd-congress/house-bill/1307,No,,103_h.r.1307
119,House,H.R. 5491,To encourage diplomatic advocacy efforts on behalf of Americans unjustly detained in the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/5491,Yes,,119_h.r.5491
116,House,H.Res. 256,Recognizing people of African descent and Black Europeans.,https://www.congress.gov/bill/116th-congress/house-resolution/256,No,,116_h.res.256
119,Senate,S.Res. 195,A resolution requesting information on El Salvador's human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.,https://www.congress.gov/bill/119th-congress/senate-resolution/195,No,,119_s.res.195
119,House,H.R. 4860,"To direct the Secretary of Defense to establish a strategic partnership with the Taiwan Ministry of National Defense to coordinate defense industrial priorities, expand defense technology cooperation, deter regional adversaries, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4860,Yes,,119_h.r.4860
119,House,H.R. 1,An act to provide for reconciliation pursuant to title II of H. Con. Res. 14.,https://www.congress.gov/bill/119th-congress/house-bill/1,No,,119_h.r.1
119,Senate,S.Res. 203,"A resolution expressing support for the designation of May 2025 as ""Renewable Fuels Month"" to recognize the important role that renewable fuels play in reducing carbon impacts, lowering fuel prices for consumers, supporting rural communities, and lessening reliance on foreign adversaries.",https://www.congress.gov/bill/119th-congress/senate-resolution/203,No,,119_s.res.203
119,Senate,S.Res. 525,A resolution condemning the Government of Iran's state-sponsored persecution of the Baha'i minority and its continued violation of the International Covenants on Human Rights.,https://www.congress.gov/bill/119th-congress/senate-resolution/525,No,,119_s.res.525
119,Senate,S. 369,A bill to amend the Internal Revenue Code of 1986 to deny certain green energy tax benefits to companies associated with foreign adversaries.,https://www.congress.gov/bill/119th-congress/senate-bill/369,No,Covers companies associated with foreign adversaries,119_s.369
101,Senate,S. 2759,"A bill to authorize appropriations for fiscal year 1991 for the Federal Maritime Commission, and for other purposes.",https://www.congress.gov/bill/101st-congress/senate-bill/2759,No,,101_s.2759
119,Senate,S. 3327,A bill to repeal the Human Rights Sanctuary Amendment Act of 2022.,https://www.congress.gov/bill/119th-congress/senate-bill/3327,No,,119_s.3327
119,House,H.R. 6877,"To support and promote the human rights of Southern Mongolians in the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6877,Yes,,119_h.r.6877
119,House,H.R. 1486,"To impose sanctions with respect to economic or industrial espionage by foreign adversarial companies, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1486,No,Covers foreign adversarial companies generally,119_h.r.1486
119,House,H.Res. 248,"Emphasizing the importance and power of distributed ledger technologies (DLT) to support democratic governance, human rights, internet freedom, and transparency.",https://www.congress.gov/bill/119th-congress/house-resolution/248,No,,119_h.res.248
119,Senate,S. 417,"A bill to develop a strategy for increasing access to independent information for Chinese citizens, to establish an interagency task force to carry out such strategy, and for other purposes",https://www.congress.gov/bill/119th-congress/senate-bill/417,Yes,,119_s.417
119,Senate,S.Res. 444,"A resolution condemning the dictator of the People's Republic of China, Xi Jinping, for deceit, undermining prospects for peace and security, and orchestrating crimes against humanity.",https://www.congress.gov/bill/119th-congress/senate-resolution/444,Yes,,119_s.res.444
119,House,H.R. 5760,"To amend the Defense Production Act of 1950 to include the Secretary of Agriculture on the Committee on Foreign Investment in the United States and require review of certain agricultural transactions, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5760,No,Agricultural transactions could involve China,119_h.r.5760
115,Senate,S. 2872,"A bill to amend the Congressional Accountability Act of 1995 to reform the procedures provided under such Act for the initiation, investigation, and resolution of claims alleging that employing offices of the legislative branch have violated the rights and protections provided to their employees under such Act, including protections against sexual harassment and discrimination, and for other purposes.",https://www.congress.gov/bill/115th-congress/senate-bill/2872,No,,115_s.2872
109,House,H.R. 2537,To extend the suspension of duty on certain organic pigments and dyes.,https://www.congress.gov/bill/109th-congress/house-bill/2537,No,,109_h.r.2537
119,House,H.R. 4140,"To provide protection, support, and humanitarian assistance to Rohingya refugees and internally displaced people in Burma as well as promote accountability and a path out of genocide and crimes against humanity for Rohingya.",https://www.congress.gov/bill/119th-congress/house-bill/4140,No,,119_h.r.4140
119,House,H.R. 3575,"To amend the Trade Act of 1974 to authorize the United States Trade Representative to impose remedial measures with respect to certain entities that evade or may attempt to evade duties imposed with respect to nonmarket economy countries, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3575,No,Concerns nonmarket-economy countries,119_h.r.3575
119,Senate,S. 3018,A bill to permit visiting dignitaries and service members from Taiwan to display the flag of the Republic of China.,https://www.congress.gov/bill/119th-congress/senate-bill/3018,Yes,,119_s.3018
108,House,H.R. 10,"To provide for reform of the intelligence community, terrorism prevention and prosecution, border security, and international cooperation and coordination, and for other purposes.",https://www.congress.gov/bill/108th-congress/house-bill/10,No,,108_h.r.10
112,Senate,S.Res. 342,A resolution honoring the life and legacy of Laura Pollan.,https://www.congress.gov/bill/112th-congress/senate-resolution/342,No,,112_s.res.342
119,Senate,S. 1358,"A bill to require the Securities and Exchange Commission to require reporting of sourcing and due diligence activities of companies involving supply chains of products that are imported into the United States that are directly linked to products utilizing forced labor from Xinjiang, China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1358,Yes,,119_s.1358
119,Senate,S. 3405,"A bill to require the Securities and Exchange Commission to conduct a study regarding certain brokers and dealers that are controlled by or organized under the laws of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3405,Yes,,119_s.3405
119,Senate,S. 2646,A bill to terminate the United States-People's Republic of China Income Tax Convention if the People's Liberation Army initiates an armed attack against Taiwan.,https://www.congress.gov/bill/119th-congress/senate-bill/2646,Yes,,119_s.2646
101,Senate,S. 2944,"An original bill to authorize assistance for fiscal year 1991 activities within a comprehensive Support for East European Democracy (SEED) program to promote political and economic transition in countries of Europe emerging from the tyranny and legacy of communist rule, to authorize appropriations for worldwide Peace Corps activities in fiscal years 1991 and 1992, to amend the Foreign Assistance Act of 1961 to establish a Development Fund for Africa, to authorize further United States contributions to the International Development Association, and for other purposes.",https://www.congress.gov/bill/101st-congress/senate-bill/2944,No,,101_s.2944
119,House,H.R. 477,"To advance scientific research and technology development of hypersonic vehicles, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/477,No,,119_h.r.477
119,House,H.R. 1548,"To amend the Tariff Act of 1930 to improve the administration of antidumping and countervailing duty laws, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1548,No,,119_h.r.1548
119,Senate,S. 103,A bill to amend the Protecting Americans from Foreign Adversary Controlled Applications Act to extend the deadline by which TikTok must be sold in order to avoid being banned.,https://www.congress.gov/bill/119th-congress/senate-bill/103,Yes,,119_s.103
119,House,H.R. 1834,To advance policy priorities that will break the gridlock.,https://www.congress.gov/bill/119th-congress/house-bill/1834,No,,119_h.r.1834
119,House,H.R. 4361,"To address national security risks and prohibit the use of Federal funds for the procurement of certain vehicles and vehicle technologies produced or provided by entities based in certain countries, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4361,Yes,Covers countries on national-security ground,119_h.r.4361
119,Senate,S. 676,A bill to prohibit assistance to foreign governments that violate human rights with respect to religious freedom.,https://www.congress.gov/bill/119th-congress/senate-bill/676,No,,119_s.676
119,House,H.R. 6909,To direct the Director of National Intelligence to produce a National Intelligence Estimate on artificial intelligence systems developed or deployed by entities in the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/6909,Yes,,119_h.r.6909
119,Senate,S. 429,A bill to enhance the economic and national security of the United States by securing a reliable supply of critical minerals and rare earth elements through trade agreements and strategic partnerships.,https://www.congress.gov/bill/119th-congress/senate-bill/429,Yes,REMs have major China relevance,119_s.429
108,House,H.R. 2616,"To increase the capabilities of the United States to provide reconstruction assistance to countries or regions impacted by armed conflict, and for other purposes.",https://www.congress.gov/bill/108th-congress/house-bill/2616,No,,108_h.r.2616
119,House,H.R. 4888,"To amend the Foreign Assistance Act of 1961 to require a section on reproductive rights in the Annual Country Reports on Human Rights Practices, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4888,No,,119_h.r.4888
119,Senate,S. 1296,"A bill to amend the Higher Education Act of 1965 to strengthen disclosure requirements relating to foreign gifts and contracts, to prohibit contracts between institutions of higher education and certain foreign entities and countries of concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1296,No,“Countries of concern”,119_s.1296
111,House,H.Res. 705,Condemning hard-labor prison camps in the Democratic People's Republic of Korea as an egregious violation of human rights.,https://www.congress.gov/bill/111th-congress/house-resolution/705,No,,111_h.res.705
119,House,H.R. 4736,"To amend the Trade Act of 1974 to modify the authority of the Trade Representative to take actions with respect to certain foreign trade practices, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4736,No,,119_h.r.4736
114,Senate,S. 3469,A bill to reinstate reporting requirements related to United States-Hong Kong relations.,https://www.congress.gov/bill/114th-congress/senate-bill/3469,Yes,,114_s.3469
119,House,H.Con.Res. 25,Expressing the sense of Congress that Trump administration tariffs on Mexico and Canada are in violation of the United States of America-Mexico-Canada Agreement.,https://www.congress.gov/bill/119th-congress/house-concurrent-resolution/25,No,,119_h.con.res.25
119,Senate,S. 2874,A bill to provide for the reliquidation of certain entries of golf cart tires.,https://www.congress.gov/bill/119th-congress/senate-bill/2874,No,,119_s.2874
119,House,H.R. 4326,To require the Congressional Budget Office to conduct an economic review of the economic impact of tariff modifications before implementation.,https://www.congress.gov/bill/119th-congress/house-bill/4326,No,,119_h.r.4326
119,House,H.R. 3727,"To exempt articles imported from Israel or Ukraine from duties imposed under the Executive Order entitled ""Regulating Imports with a Reciprocal Tariff to Rectify Trade Practices that Contribute to Large and Persistent Annual United States Goods Trade Deficits"".",https://www.congress.gov/bill/119th-congress/house-bill/3727,No,,119_h.r.3727
109,Senate,S. 2317,"A bill to amend the Trade Act of 1974 to require the United States Trade Representative to identify trade enforcement priorities and to take action with respect to priority foreign country trade practices, and for other purposes.",https://www.congress.gov/bill/109th-congress/senate-bill/2317,No,,109_s.2317
101,House,H.R. 1156,To suspend temporarily the duty on a certain chemical intermediate.,https://www.congress.gov/bill/101st-congress/house-bill/1156,No,,101_h.r.1156
119,Senate,S. 2453,"A bill to require the Secretary of Defense to establish and maintain a security cooperation initiative to strengthen cooperation among the defense industrial bases of the United States and allied and partner countries in the Indo-Pacific region, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2453,No,Indo-Pacific defense,119_s.2453
111,Senate,S. 2488,A bill to suspend temporarily the duty on sodium hypophosphite.,https://www.congress.gov/bill/111th-congress/senate-bill/2488,No,,111_s.2488
109,Senate,S. 3203,"A bill to suspend temporarily the duty on 1-propene, 1,1,2,3,3,3-hexafluoror-, oxidized, polymerized, reduced hydrolyzed.",https://www.congress.gov/bill/109th-congress/senate-bill/3203,No,,109_s.3203
119,Senate,S. 2560,"A bill to expand the imposition of sanctions under the Uyghur Human Rights Policy Act of 2020 with respect to human rights abuses in the Xinjiang Uyghur Autonomous Region of the People's Republic of China and to counter the genocidal policies of the Government of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2560,Yes,,119_s.2560
108,Senate,S. 2774,"A bill to implement the recommendations of the National Commission on Terrorist Attacks Upon the United States, and for other purposes.",https://www.congress.gov/bill/108th-congress/senate-bill/2774,No,,108_s.2774
119,Senate,S. 1086,"A bill to amend the Immigration and Nationality Act to prohibit the admission of Chinese nationals as nonimmigrant students, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1086,Yes,,119_s.1086
119,House,H.R. 1717,"To direct the Federal Communications Commission to establish a council to make recommendations on ways to increase the security, reliability, and interoperability of communications networks, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1717,No,,119_h.r.1717
119,Senate,S. 1053,"A bill to protect the national security of the United States by imposing sanctions with respect to certain persons of the People's Republic of China and prohibiting and requiring notifications with respect to certain investments by United States persons in the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1053,Yes,,119_s.1053
119,House,H.R. 116,"To close loopholes in the immigration laws that serve as incentives to aliens to attempt to enter the United States unlawfully, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/116,No,,119_h.r.116
119,House,H.R. 322,To amend the Tariff Act of 1930 relating to de minimis treatment under that Act.,https://www.congress.gov/bill/119th-congress/house-bill/322,No,,119_h.r.322
119,House,H.Res. 687,"Expressing the sense of the House of Representatives that China should no longer be labeled as a ""Developing Nation"" by the United Nations.",https://www.congress.gov/bill/119th-congress/house-resolution/687,Yes,,119_h.res.687
119,Senate,S. 206,"A bill to suspend normal trade relations with the People's Republic of China and to increase the rates of duty applicable with respect to articles imported from the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/206,Yes,,119_s.206
119,House,H.R. 4245,"To protect human rights and enhance opportunities for LGBTQI people around the world, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4245,No,,119_h.r.4245
119,House,H.R. 881,"To establish Department of Homeland Security funding restrictions on institutions of higher education that have a relationship with Confucius Institutes, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/881,Yes,,119_h.r.881
102,Senate,S. 2923,"A bill to extend until January 1, 1995, the existing suspension of duty on furniture of unspun fibrous vegetable materials.",https://www.congress.gov/bill/102nd-congress/senate-bill/2923,No,,102_s.2923
119,Senate,S. 436,"A bill to amend title 10, United States Code, to modify the organization and authorities of the Assistant Secretaries of Defense with duties relating to industrial base policy and homeland defense.",https://www.congress.gov/bill/119th-congress/senate-bill/436,No,,119_s.436
119,Senate,S. 2362,A bill to oppose the provision of assistance to the People's Republic of China by the multilateral development banks.,https://www.congress.gov/bill/119th-congress/senate-bill/2362,Yes,,119_s.2362
119,House,H.Res. 375,"Expressing support for the designation of May 2025 as Renewable Fuels Month to recognize the important role that renewable fuels play in reducing carbon impacts, lowering fuel prices for consumers, supporting rural communities, and lessening reliance on foreign adversaries.",https://www.congress.gov/bill/119th-congress/house-resolution/375,No,,119_h.res.375
119,House,H.R. 2661,"To require the President to remove the extension of certain privileges, exemptions, and immunities to the Hong Kong Economic and Trade Offices if Hong Kong no longer enjoys a high degree of autonomy from the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2661,Yes,,119_h.r.2661
119,House,H.R. 5153,"To establish the Tariff Trust Fund to be used for deficit reduction purposes, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5153,No,,119_h.r.5153
119,House,H.R. 6938,"Making consolidated appropriations for the fiscal year ending September 30, 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6938,No,,119_h.r.6938
119,House,H.Con.Res. 8,"Expressing the sense of Congress that the United States should resume normal diplomatic relations with Taiwan, negotiate a bilateral free trade agreement with Taiwan, and support Taiwans membership in international organizations.",https://www.congress.gov/bill/119th-congress/house-concurrent-resolution/8,Yes,,119_h.con.res.8
119,House,H.R. 694,"To suspend normal trade relations with the People's Republic of China and to increase the rates of duty applicable with respect to articles imported from the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/694,Yes,,119_h.r.694
119,Senate,S. 393,"A bill to amend the Energy Policy and Conservation Act to prohibit the export or sale of petroleum products from the Strategic Petroleum Reserve to certain entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/393,No,,119_s.393
119,Senate,S. 3447,"A bill to amend the Financial Stability Act of 2010 to establish an advisory committee on economic impacts of military escalation by the People's Republic of China toward Taiwan, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3447,Yes,,119_s.3447
119,House,H.R. 391,To amend the Protecting Americans from Foreign Adversary Controlled Applications Act to extend the deadline by which TikTok must be sold in order to avoid being banned.,https://www.congress.gov/bill/119th-congress/house-bill/391,Yes,,119_h.r.391
119,House,H.Res. 875,"Recognizing the 75th anniversary of The Arc of the United States, a leading organization promoting and protecting the civil and human rights of people with intellectual and developmental disabilities and actively supporting their full inclusion and participation in the community throughout their lifetimes.",https://www.congress.gov/bill/119th-congress/house-resolution/875,No,,119_h.res.875
119,Senate,S. 1867,"A bill to provide for phase-out of de minimis treatment under the Tariff Act of 1930, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1867,No,,119_s.1867
111,Senate,S. 2001,A bill to extend temporarily the suspension of duty on certain high tenacity rayon filament yarn.,https://www.congress.gov/bill/111th-congress/senate-bill/2001,No,,111_s.2001
112,House,H.R. 4896,To suspend temporarily the duty on certain work boots for women.,https://www.congress.gov/bill/112th-congress/house-bill/4896,No,,112_h.r.4896
119,House,H.Res. 353,"Impeaching Donald John Trump, President of the United States, for high crimes and misdemeanors.",https://www.congress.gov/bill/119th-congress/house-resolution/353,No,,119_h.res.353
119,Senate,S.J.Res. 77,A joint resolution terminating the national emergency declared to impose duties on articles imported from Canada.,https://www.congress.gov/bill/119th-congress/senate-joint-resolution/77,No,,119_s.j.res.77
110,House,H.R. 5911,To repeal certain incentives and subsidies for renewable fuels.,https://www.congress.gov/bill/110th-congress/house-bill/5911,No,,110_h.r.5911
119,Senate,S. 1434,"A bill to track taxpayer dollars sent to adversarial countries and foreign entities of concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1434,No,Covers adversarial countries,119_s.1434
112,House,H.R. 5402,To extend the temporary suspension of duty on Flonicamid.,https://www.congress.gov/bill/112th-congress/house-bill/5402,No,,112_h.r.5402
119,House,H.R. 6216,"To exempt nonprofit organizations sending humanitarian care packages to members of the Armed Forces stationed overseas from certain tariff and postal reporting requirements, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6216,No,,119_h.r.6216
119,House,H.R. 5022,"To require congressional approval for the export of advanced artificial intelligence semiconductors to the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5022,Yes,,119_h.r.5022
119,House,H.R. 390,"To utlitize the Advanced Capabilities for Emergency Response to Operations project of NASA to improve aerial responses to wildfires, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/390,No,,119_h.r.390
119,Senate,S.Res. 98,A resolution condemning Beijing's destruction of Hong Kong's democracy and rule of law.,https://www.congress.gov/bill/119th-congress/senate-resolution/98,Yes,,119_s.res.98
119,House,H.R. 2403,To require that any person that maintains an internet website or that sells or distributes a mobile application that stores and maintains information collected from such website or application in the People's Republic of China to disclose that such information is stored and maintained in the People's Republic of China and whether the Chinese Communist Party or a Chinese State-owned entity has access to such information.,https://www.congress.gov/bill/119th-congress/house-bill/2403,Yes,,119_h.r.2403
119,Senate,S. 2960,A bill to develop economic tools to deter aggression by the People's Republic of China against Taiwan.,https://www.congress.gov/bill/119th-congress/senate-bill/2960,Yes,,119_s.2960
119,House,H.R. 6528,"To require a report on the purchases of Iranian oil by the People's Republic of China, support from entities and individuals in the People's Republic of China for Iran's ballistic missile program, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6528,Yes,,119_h.r.6528
119,Senate,S. 2565,A bill to prohibit the District of Columbia government from entering into Sister City relationships with jurisdictions located in foreign adversary countries and for other purposes.,https://www.congress.gov/bill/119th-congress/senate-bill/2565,No,Covers adversarial countries,119_s.2565
119,House,H.R. 3721,"To establish a Task Force on the Indo-Pacific Treaty Organization, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3721,Yes,Indo-Pacific,119_h.r.3721
119,House,H.R. 3397,"To amend title 14, United States Code, to require the establishment of the Center of Expertise in Indo-Pacific Maritime Governance, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3397,No,Indo-Pacific,119_h.r.3397
119,Senate,S. 912,"A bill to direct the Secretary of Agriculture to publish, on an annual basis, an assessment of United States dependency on critical agricultural products or inputs from the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/912,Yes,,119_s.912
118,Senate,S. 2754,"A bill to require the Secretary of Health and Human Services to publish all information in the possession of the Department of Health and Human Services relating to the origin of COVID-19, and for other purposes.",https://www.congress.gov/bill/118th-congress/senate-bill/2754,Yes,COVID-19 origin,118_s.2754
119,Senate,S. 2384,"A bill to monitor United States investments in entities that are controlled by foreign adversaries, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2384,No,Covers foreign adversaries,119_s.2384
119,House,H.R. 5912,"To require the executive branch to develop a whole-of-government strategy to disrupt growing cooperation among the People's Republic of China, the Russian Federation, the Islamic Republic of Iran, and the Democratic People's Republic of Korea, which are the foremost adversaries of the United States, and mitigate the risks posed to the United States.",https://www.congress.gov/bill/119th-congress/house-bill/5912,Yes,,119_h.r.5912
119,House,H.R. 1111,"To establish a Department of Peacebuilding, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1111,No,,119_h.r.1111
119,House,H.R. 2127,To impose sanctions with respect to police departments in the People's Republic of China and other persons seeking to establish a Chinese police presence in the United States.,https://www.congress.gov/bill/119th-congress/house-bill/2127,Yes,,119_h.r.2127
101,House,H.R. 5344,To provide for a lower rate of duty on East German products imported during the transition to a unified Germany.,https://www.congress.gov/bill/101st-congress/house-bill/5344,No,,101_h.r.5344
119,Senate,S.Res. 547,"A resolution expressing unwavering support for the United States-Japan alliance in response to political, economic and military pressure by the People's Republic of China.",https://www.congress.gov/bill/119th-congress/senate-resolution/547,Yes,,119_s.res.547
119,House,H.R. 4142,To protect the United States Government from foreign adversary AI and for other purposes.,https://www.congress.gov/bill/119th-congress/house-bill/4142,No,Foreign adversary AI could be China,119_h.r.4142
108,House,H.R. 1978,To suspend temporarily the duty on TMP Oxetane (TMPO).,https://www.congress.gov/bill/108th-congress/house-bill/1978,No,,108_h.r.1978
119,Senate,S. 2177,A bill to protect the United States Government from foreign adversary AI and for other purposes.,https://www.congress.gov/bill/119th-congress/senate-bill/2177,No,AI again,119_s.2177
103,House,H.R. 795,To amend the Harmonized Tariff Schedule of the United States to exclude certain footwear assembled in beneficiary countries from duty-free treatment.,https://www.congress.gov/bill/103rd-congress/house-bill/795,No,,103_h.r.795
119,Senate,S. 1259,A bill to amend the Tariff Act of 1930 to require the public disclosure of certain vehicle and aircraft manifest information.,https://www.congress.gov/bill/119th-congress/senate-bill/1259,No,,119_s.1259
119,Senate,S. 1364,"A bill to exempt articles imported from Israel or Ukraine from duties imposed under the Executive Order entitled ""Regulating Imports with a Reciprocal Tariff to Rectify Trade Practices that Contribute to Large and Persistent Annual United States Goods Trade Deficits"".",https://www.congress.gov/bill/119th-congress/senate-bill/1364,No,,119_s.1364
117,Senate,S.Res. 538,A resolution expressing support for a second United States-Africa Leaders Summit as an important opportunity to strengthen ties between the United States and African partners and build on areas of mutual interest.,https://www.congress.gov/bill/117th-congress/senate-resolution/538,No,,117_s.res.538
119,House,H.Res. 1018,"Expressing the sense of the House of Representatives that protecting and advancing the rights of women and girls in the Republic of Haiti is critical to the success of Haiti's transition from crisis and its future stability, condemning the failure to center women's leadership and distinct needs to date, and calling for urgent measures to secure all human rights of women and girls in Haiti.",https://www.congress.gov/bill/119th-congress/house-resolution/1018,No,,119_h.res.1018
