Congress,Chamber,Bill #,Title,Link,Label,Notes,con_legis_num
119,Senate,S. 2960,A bill to develop economic tools to deter aggression by the People's Republic of China against Taiwan.,https://www.congress.gov/bill/119th-congress/senate-bill/2960,Yes,,119_s.2960
119,Senate,S. 103,A bill to amend the Protecting Americans from Foreign Adversary Controlled Applications Act to extend the deadline by which TikTok must be sold in order to avoid being banned.,https://www.congress.gov/bill/119th-congress/senate-bill/103,Yes,,119_s.103
119,House,H.R. 2503,"To require the development of a strategy to eliminate the availability to foreign adversaries of goods and technologies capable of supporting undersea cables, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2503,No,,119_h.r.2503
119,Senate,S. 3018,A bill to permit visiting dignitaries and service members from Taiwan to display the flag of the Republic of China.,https://www.congress.gov/bill/119th-congress/senate-bill/3018,Yes,,119_s.3018
119,Senate,S. 3181,"A bill to revoke security clearances for former personnel of the Department of Defense who engage in lobbying activities on behalf of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3181,Yes,,119_s.3181
112,House,H.R. 5223,"To suspend temporarily the duty on hand operated globe type valves of steel, having an opening less than approximately 7.62 cm. in diameter and certified by the importer as meeting ASME B16.34 certification requirements as approved for use in nuclear facilities.",https://www.congress.gov/bill/112th-congress/house-bill/5223,No,,112_h.r.5223
119,House,H.Res. 689,"Expressing the opposition of the House of Representatives to the Chinese Communist Party's ""stolen valor"" historical revisionism with regards to Allied Victory in Asia, commemorating the contributions made by the Republic of China to Allied Victory, and acknowledging the postwar contributions of the Government of Japan to peace and stability in the Indo-Pacific.",https://www.congress.gov/bill/119th-congress/house-resolution/689,Yes,,119_h.res.689
119,Senate,S.Res. 355,A resolution requesting information on the Republic of Rwanda's human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.,https://www.congress.gov/bill/119th-congress/senate-resolution/355,No,,119_s.res.355
119,House,H.R. 2246,"To protect the national security of the United States by imposing sanctions with respect to certain persons of the People's Republic of China and prohibiting and requiring notifications with respect to certain investments by United States persons in the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2246,Yes,,119_h.r.2246
119,House,H.R. 3264,To require a determination and report relating to money laundering and violations of export controls and sanctions in Hong Kong.,https://www.congress.gov/bill/119th-congress/house-bill/3264,Yes,,119_h.r.3264
115,Senate,S. 1780,"An original bill making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2018, and for other purposes.",https://www.congress.gov/bill/115th-congress/senate-bill/1780,Yes,,115_s.1780
119,Senate,S. 680,A bill to prohibit funding for the Montreal Protocol on Substances that Deplete the Ozone Layer and the United Nations Framework Convention on Climate Change until China is no longer defined as a developing country.,https://www.congress.gov/bill/119th-congress/senate-bill/680,Yes,,119_s.680
119,House,H.R. 1069,To prohibit the availability of Federal education funds for elementary and secondary schools that receive direct or indirect support from the Government of the Peopleâ€™s Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/1069,Yes,,119_h.r.1069
119,House,H.Res. 861,"Expressing condemnation of the Chinese Communist Party's persecution of religious minority groups, including Christians, Muslims, and Buddhists and the detention of Pastor ""Ezra"" Jin Mingri and leaders of the Zion Church, and reaffirming the United States' global commitment to promote religious freedom and tolerance.",https://www.congress.gov/bill/119th-congress/house-resolution/861,Yes,,119_h.res.861
119,House,H.Res. 1018,"Expressing the sense of the House of Representatives that protecting and advancing the rights of women and girls in the Republic of Haiti is critical to the success of Haiti's transition from crisis and its future stability, condemning the failure to center women's leadership and distinct needs to date, and calling for urgent measures to secure all human rights of women and girls in Haiti.",https://www.congress.gov/bill/119th-congress/house-resolution/1018,No,,119_h.res.1018
103,House,H.R. 1307,To prohibit the involuntary return to Haiti of Haitian refugees outside the United States.,https://www.congress.gov/bill/103rd-congress/house-bill/1307,No,,103_h.r.1307
119,House,H.R. 6581,To prohibit public comments from governments and individuals designated as foreign adversaries.,https://www.congress.gov/bill/119th-congress/house-bill/6581,No,,119_h.r.6581
108,Senate,S. 2774,"A bill to implement the recommendations of the National Commission on Terrorist Attacks Upon the United States, and for other purposes.",https://www.congress.gov/bill/108th-congress/senate-bill/2774,No,,108_s.2774
119,House,H.R. 6528,"To require a report on the purchases of Iranian oil by the People's Republic of China, support from entities and individuals in the People's Republic of China for Iran's ballistic missile program, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6528,Yes,,119_h.r.6528
109,House,H.Res. 545,Expressing the sense of the House of Representatives on the arrest of Sanjar Umarov in Uzbekistan.,https://www.congress.gov/bill/109th-congress/house-resolution/545,No,,109_h.res.545
119,Senate,S. 2560,"A bill to expand the imposition of sanctions under the Uyghur Human Rights Policy Act of 2020 with respect to human rights abuses in the Xinjiang Uyghur Autonomous Region of the People's Republic of China and to counter the genocidal policies of the Government of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2560,Yes,,119_s.2560
119,Senate,S. 1900,"A bill to require the Secretary of the Treasury to pursue more equitable treatment of Taiwan at the international financial institutions, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1900,Yes,,119_s.1900
119,Senate,S. 1364,"A bill to exempt articles imported from Israel or Ukraine from duties imposed under the Executive Order entitled ""Regulating Imports with a Reciprocal Tariff to Rectify Trade Practices that Contribute to Large and Persistent Annual United States Goods Trade Deficits"".",https://www.congress.gov/bill/119th-congress/senate-bill/1364,No,,119_s.1364
119,House,H.R. 4427,"To review banking restrictions, strengthen anti-money laundering capacity, and update sanctions with respect to the Government of Syria, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4427,No,,119_h.r.4427
101,Senate,S. 1278,A bill to deny the People's Republic of China most-favored-nation trade treatment.,https://www.congress.gov/bill/101st-congress/senate-bill/1278,Yes,,101_s.1278
119,Senate,S. 2222,"A bill to enhance the security, resilience, and protection of undersea communication cables vital to Taiwan's national security, economic stability, and defense, particularly in countering gray zone tactics employed by the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2222,Yes,,119_s.2222
119,House,H.R. 390,"To utlitize the Advanced Capabilities for Emergency Response to Operations project of NASA to improve aerial responses to wildfires, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/390,Yes,,119_h.r.390
119,Senate,S. 3036,A bill to prohibit the Secretary of the Treasury from engaging in transactions involving the exchange of Special Drawing Rights issued by the International Monetary Fund that are held by the Chinese Community Party.,https://www.congress.gov/bill/119th-congress/senate-bill/3036,Yes,,119_s.3036
119,House,H.R. 4360,"To restrict the obligation or expenditure of Federal funds relating to certain Chinese space and scientific activities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4360,Yes,,119_h.r.4360
119,House,H.R. 328,"To immediately halt investment by United States persons in the energy sector of Venezuela until the legitimate results of the July 28, 2024, election are respected.",https://www.congress.gov/bill/119th-congress/house-bill/328,No,,119_h.r.328
119,House,H.R. 1512,To amend the Taiwan Assurance Act of 2020 to require periodic reviews and updated reports relating to the Department of State's Taiwan Guidelines.,https://www.congress.gov/bill/119th-congress/house-bill/1512,No,,119_h.r.1512
119,House,H.Res. 100,Expressing support for the continued value of arms control agreements and negotiated constraints on Russian and Chinese strategic nuclear forces.,https://www.congress.gov/bill/119th-congress/house-resolution/100,Yes,,119_h.res.100
109,Senate,S. 3311,A bill to suspend temporarily the duty on certain electrical transformers.,https://www.congress.gov/bill/109th-congress/senate-bill/3311,No,,109_s.3311
119,House,H.R. 1,An act to provide for reconciliation pursuant to title II of H. Con. Res. 14.,https://www.congress.gov/bill/119th-congress/house-bill/1,No,,119_h.r.1
119,House,H.R. 2416,"To amend the Taiwan Allies International Protection and Enhancement Initiative (TAIPEI) Act of 2019 to provide that the United States, as a member of any international organization, should oppose any attempts by the People's Republic of China to resolve Taiwan's status by distorting the decisions, language, policies, or procedures of the organization, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2416,Yes,,119_h.r.2416
119,Senate,S. 244,"A bill to direct the Secretary of Commerce, acting through the Assistant Secretary of Commerce for Communications and Information, to conduct a study of the national security risks posed by consumer routers, modems, and devices that combine a modem and router, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/244,No,,119_s.244
119,House,H.R. 322,To amend the Tariff Act of 1930 relating to de minimis treatment under that Act.,https://www.congress.gov/bill/119th-congress/house-bill/322,No,,119_h.r.322
119,House,H.R. 1713,"To amend the Defense Production Act of 1950 to include the Secretary of Agriculture as a member of the Committee on Foreign Investment in the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1713,Yes,,119_h.r.1713
119,House,H.R. 5287,To require an annual report on the advanced semiconductor manufacturing capabilities of the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/5287,Yes,,119_h.r.5287
119,Senate,S. 3320,A bill to prohibit the procurement of solar panels manufactured or assembled in the People's Republic of China.,https://www.congress.gov/bill/119th-congress/senate-bill/3320,Yes,,119_s.3320
119,House,H.Res. 104,Providing amounts for the expenses of the Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party in the One Hundred Nineteenth Congress.,https://www.congress.gov/bill/119th-congress/house-resolution/104,No,,119_h.res.104
109,House,H.R. 2003,To amend the Harmonized Tariff Schedule of the United States to remove the 100 percent tariff imposed on Roquefort cheese.,https://www.congress.gov/bill/109th-congress/house-bill/2003,No,,109_h.r.2003
119,House,H.R. 5491,To encourage diplomatic advocacy efforts on behalf of Americans unjustly detained in the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/5491,Yes,,119_h.r.5491
119,House,H.Con.Res. 8,"Expressing the sense of Congress that the United States should resume normal diplomatic relations with Taiwan, negotiate a bilateral free trade agreement with Taiwan, and support Taiwans membership in international organizations.",https://www.congress.gov/bill/119th-congress/house-concurrent-resolution/8,Yes,,119_h.con.res.8
107,Senate,S. 2320,A bill to provide for the liquidation for reliquidation of certain entries of certain manufacturing equipment.,https://www.congress.gov/bill/107th-congress/senate-bill/2320,No,,107_s.2320
119,Senate,S.Res. 409,A resolution recognizing the 74th anniversary of the signing of the Mutual Defense Treaty between the United States and the Philippines and the strong bilateral security alliance between our two nations in the wake of escalating aggression and political lawfare by the People's Republic of China in the South China Sea.,https://www.congress.gov/bill/119th-congress/senate-resolution/409,Yes,,119_s.res.409
119,Senate,S. 1979,"A bill to amend the Internal Revenue Code of 1986 to establish a credit for the domestic production of high-performance rare earth magnets, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1979,No,,119_s.1979
119,House,H.R. 3721,"To establish a Task Force on the Indo-Pacific Treaty Organization, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3721,Yes,,119_h.r.3721
119,Senate,S. 3405,"A bill to require the Securities and Exchange Commission to conduct a study regarding certain brokers and dealers that are controlled by or organized under the laws of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3405,Yes,,119_s.3405
101,Senate,S. 803,"A bill to temporarily suspend the duty on 4,4'-isopropylidenedicyclohexanol.",https://www.congress.gov/bill/101st-congress/senate-bill/803,No,,101_s.803
119,Senate,S. 2552,"A bill to amend the securities laws to prohibit brokers and dealers with certain connections to the People's Republic of China from being members of a national securities association, to prohibit investment advisers with certain connections to the People's Republic of China from registering with the Securities and Exchange Commission, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2552,Yes,,119_s.2552
110,House,H.R. 5209,"To suspend temporarily the duty on Pressure Hose with red jacket, 42 millimeters outside diameter x 32 millimeters inside diameter.",https://www.congress.gov/bill/110th-congress/house-bill/5209,Yes,,110_h.r.5209
112,Senate,S. 2754,"A bill to extend the temporary suspension of duty on 4,4'-oxydianiline.",https://www.congress.gov/bill/112th-congress/senate-bill/2754,Yes,,112_s.2754
101,Senate,S. 1059,"A bill to amend and enhance existing renewable energy programs and Federal trade and export promotion programs in order to promote the United States renewable energy industry, improve the trade balance of the United States, and maintain the competitive and technical leadership of the United States in renewable energy development and trade.",https://www.congress.gov/bill/101st-congress/senate-bill/1059,No,,101_s.1059
119,House,H.R. 5959,"To reauthorize the North Korean Human Rights Act of 2004, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5959,Yes,,119_h.r.5959
119,House,H.R. 4361,"To address national security risks and prohibit the use of Federal funds for the procurement of certain vehicles and vehicle technologies produced or provided by entities based in certain countries, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4361,Yes,,119_h.r.4361
119,Senate,S. 753,"A bill to amend the Export-Import Bank Act of 1945 to exclude certain financing from the calculation of the default rate for purposes of determining when the lending cap under such Act applies, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/753,Yes,,119_s.753
101,House,H.R. 1156,To suspend temporarily the duty on a certain chemical intermediate.,https://www.congress.gov/bill/101st-congress/house-bill/1156,No,,101_h.r.1156
119,Senate,S. 417,"A bill to develop a strategy for increasing access to independent information for Chinese citizens, to establish an interagency task force to carry out such strategy, and for other purposes",https://www.congress.gov/bill/119th-congress/senate-bill/417,Yes,,119_s.417
119,Senate,S. 912,"A bill to direct the Secretary of Agriculture to publish, on an annual basis, an assessment of United States dependency on critical agricultural products or inputs from the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/912,Yes,,119_s.912
119,House,H.R. 6262,"To direct the Secretary of State to develop a strategy to obtain membership status for Taiwan in the International Criminal Police Organization, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6262,Yes,,119_h.r.6262
119,House,H.R. 3635,"To prohibit Members of Congress from conducting certain financial transactions involving a foreign adversary of the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3635,Yes,,119_h.r.3635
119,House,H.R. 2806,"To prohibit the Secretary of Energy from sending petroleum products from the Strategic Petroleum Reserve to China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2806,Yes,,119_h.r.2806
119,House,H.R. 1716,"To deter Chinese aggression towards Taiwan by requiring the Secretary of the Treasury to publish a report on financial institutions and accounts connected to senior officials of the People's Republic of China, to restrict financial services for certain immediate family of such officials, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1716,Yes,,119_h.r.1716
119,House,H.R. 1948,"To authorize the International Boundary and Water Commission to accept funds for activities relating to wastewater treatment and flood control works, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1948,No,,119_h.r.1948
119,House,H.R. 5986,"To authorize the Secretary of Health and Human Services to destroy adulterated, misbranded, or counterfeit tobacco products offered for import.",https://www.congress.gov/bill/119th-congress/house-bill/5986,Yes,,119_h.r.5986
119,House,H.R. 4142,To protect the United States Government from foreign adversary AI and for other purposes.,https://www.congress.gov/bill/119th-congress/house-bill/4142,No,,119_h.r.4142
119,Senate,S. 429,A bill to enhance the economic and national security of the United States by securing a reliable supply of critical minerals and rare earth elements through trade agreements and strategic partnerships.,https://www.congress.gov/bill/119th-congress/senate-bill/429,No,,119_s.429
116,Senate,S. 4018,"A bill to strengthen the Mutual Defense Treaty between the United States and the Republic of Korea, and for other purposes.",https://www.congress.gov/bill/116th-congress/senate-bill/4018,No,,116_s.4018
119,Senate,S.J.Res. 77,A joint resolution terminating the national emergency declared to impose duties on articles imported from Canada.,https://www.congress.gov/bill/119th-congress/senate-joint-resolution/77,No,,119_s.j.res.77
119,House,H.R. 2969,"To allow the Secretary of the Interior to enter into memoranda of understanding for the purpose of scientific and technical cooperation in the mapping of critical minerals and rare earth elements, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2969,No,,119_h.r.2969
119,House,H.R. 1122,"To control the export to the People's Republic of China of certain technology and intellectual property important to the national interest of the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1122,Yes,,119_h.r.1122
119,House,H.R. 5153,"To establish the Tariff Trust Fund to be used for deficit reduction purposes, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5153,No,,119_h.r.5153
119,Senate,S.Res. 567,A resolution expressing that any attempt by foreign entities to censor or penalize constitutionally protected speech of United States persons shall be opposed.,https://www.congress.gov/bill/119th-congress/senate-resolution/567,No,,119_s.res.567
119,Senate,S. 715,"A bill to prohibit certain businesses and persons from purchasing real estate adjacent to covered Federal land in the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/715,Yes,,119_s.715
114,Senate,S. 3469,A bill to reinstate reporting requirements related to United States-Hong Kong relations.,https://www.congress.gov/bill/114th-congress/senate-bill/3469,Yes,,114_s.3469
103,House,H.R. 3475,To prohibit all United States military and economic assistance for Turkey until the Turkish Government takes certain actions to resolve the Cyprus problem and complies with its obligation under international law.,https://www.congress.gov/bill/103rd-congress/house-bill/3475,No,,103_h.r.3475
119,House,H.R. 1184,"To require that a State be ineligible to receive funds under certain Federal programs unless the State has in effect a State law restricting the purchase of agricultural land by certain foreign persons, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1184,Yes,,119_h.r.1184
119,House,H.R. 6938,"Making consolidated appropriations for the fiscal year ending September 30, 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6938,No,,119_h.r.6938
119,Senate,S. 2297,A bill to amend the Immigration and Nationality Act to include subjection to a foreign intelligence security law as a ground of inadmissibility and deportability.,https://www.congress.gov/bill/119th-congress/senate-bill/2297,No,,119_s.2297
108,House,H.R. 1978,To suspend temporarily the duty on TMP Oxetane (TMPO).,https://www.congress.gov/bill/108th-congress/house-bill/1978,No,,108_h.r.1978
119,Senate,S. 2168,"A bill to amend the Harmonized Tariff Schedule of the United States to increase the rate of duty on unmanned aircraft imported from the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2168,Yes,,119_s.2168
119,Senate,S. 393,"A bill to amend the Energy Policy and Conservation Act to prohibit the export or sale of petroleum products from the Strategic Petroleum Reserve to certain entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/393,Yes,,119_s.393
119,House,H.R. 1575,"To prohibit certain businesses and persons from purchasing real estate adjacent to covered Federal lands in the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1575,Yes,,119_h.r.1575
119,House,H.R. 3563,"To improve defense cooperation between the United States and Taiwan, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3563,Yes,"Doesn't mention China specifically, but certainly does Taiwan in a way that would concern the Chinese government. Unsure if the ""Includes bills that mention Taiwan"" in the instructions means all bills.",119_h.r.3563
119,Senate,S. 3562,"A bill to require the Securities and Exchange Commission to amend the rules of the Commission relating to disclosures by advisers of private funds, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3562,No,,119_s.3562
119,House,H.R. 1654,"To rescind unobligated COVID-19 relief funds and certain infrastructure funds to offset the cost of the supplemental foreign assistance made available for fiscal year 2024, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1654,No,,119_h.r.1654
119,House,H.R. 4617,"To monitor United States investments in entities that are controlled by foreign adversaries, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4617,Yes,,119_h.r.4617
119,House,H.R. 1496,"To amend the Internal Revenue Code of 1986 to establish a credit for the domestic production of high-performance rare earth magnets, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1496,No,,119_h.r.1496
105,House,H.R. 3150,"To amend title 11 of the United States Code, and for other purposes.",https://www.congress.gov/bill/105th-congress/house-bill/3150,No,,105_h.r.3150
117,Senate,S.Res. 538,A resolution expressing support for a second United States-Africa Leaders Summit as an important opportunity to strengthen ties between the United States and African partners and build on areas of mutual interest.,https://www.congress.gov/bill/117th-congress/senate-resolution/538,No,"only mentions China as a ""malign actor"" in passing, without consequences for any businesses in the US",117_s.res.538
105,Senate,S. 1550,"A bill to suspend until December 31, 2002, the duty on Benzoic acid, 4-{{(2,5-dichlorophenyl)amino}carbonyl}-2-{{2-hydroxy-3-{{(2-methoxyphenyl)amino}carbonyl}-1-naphthalenyl}-,methyl ester.",https://www.congress.gov/bill/105th-congress/senate-bill/1550,No,,105_s.1550
119,House,H.R. 6500,"To extend duty-free treatment provided with respect to imports from certain countries in Africa under the African Growth and Opportunity Act, to extend customs user fees, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6500,No,,119_h.r.6500
111,Senate,S. 2062,"A bill to extend the suspension of duty on phosphoric acid, tris (2-ethylhexyl) ester.",https://www.congress.gov/bill/111th-congress/senate-bill/2062,No,,111_s.2062
119,House,H.R. 809,"To direct the President to take such actions as may be necessary to prohibit the purchase of public or private real estate located in the United States by members of the Chinese Communist Party and entities that are under the ownership, control, or influence of the Chinese Communist Party.",https://www.congress.gov/bill/119th-congress/house-bill/809,Yes,,119_h.r.809
119,Senate,S.Res. 353,A resolution requesting information on the Republic of Costa Rica's human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.,https://www.congress.gov/bill/119th-congress/senate-resolution/353,No,,119_s.res.353
102,Senate,S. 2923,"A bill to extend until January 1, 1995, the existing suspension of duty on furniture of unspun fibrous vegetable materials.",https://www.congress.gov/bill/102nd-congress/senate-bill/2923,No,,102_s.2923
119,Senate,S. 436,"A bill to amend title 10, United States Code, to modify the organization and authorities of the Assistant Secretaries of Defense with duties relating to industrial base policy and homeland defense.",https://www.congress.gov/bill/119th-congress/senate-bill/436,No,,119_s.436
109,Senate,S. 3203,"A bill to suspend temporarily the duty on 1-propene, 1,1,2,3,3,3-hexafluoror-, oxidized, polymerized, reduced hydrolyzed.",https://www.congress.gov/bill/109th-congress/senate-bill/3203,No,,109_s.3203
101,Senate,S. 2944,"An original bill to authorize assistance for fiscal year 1991 activities within a comprehensive Support for East European Democracy (SEED) program to promote political and economic transition in countries of Europe emerging from the tyranny and legacy of communist rule, to authorize appropriations for worldwide Peace Corps activities in fiscal years 1991 and 1992, to amend the Foreign Assistance Act of 1961 to establish a Development Fund for Africa, to authorize further United States contributions to the International Development Association, and for other purposes.",https://www.congress.gov/bill/101st-congress/senate-bill/2944,No,,101_s.2944
119,Senate,S. 2574,"A bill to prohibit certain persons from purchasing agricultural land in the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2574,Yes,,119_s.2574
119,Senate,S. 3447,"A bill to amend the Financial Stability Act of 2010 to establish an advisory committee on economic impacts of military escalation by the People's Republic of China toward Taiwan, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3447,Yes,,119_s.3447
116,House,H.R. 3230,To combat the spread of disinformation through restrictions on deep-fake video alteration technology.,https://www.congress.gov/bill/116th-congress/house-bill/3230,Yes,,116_h.r.3230
114,Senate,S.J.Res. 11,A joint resolution disapproving the action of the District of Columbia Council in approving the Human Rights Amendment Act of 2014.,https://www.congress.gov/bill/114th-congress/senate-joint-resolution/11,No,,114_s.j.res.11
119,Senate,S. 3327,A bill to repeal the Human Rights Sanctuary Amendment Act of 2022.,https://www.congress.gov/bill/119th-congress/senate-bill/3327,No,,119_s.3327
101,Senate,S. 2759,"A bill to authorize appropriations for fiscal year 1991 for the Federal Maritime Commission, and for other purposes.",https://www.congress.gov/bill/101st-congress/senate-bill/2759,No,,101_s.2759
107,House,H.R. 4562,To suspend temporarily the duty on upholstery leather.,https://www.congress.gov/bill/107th-congress/house-bill/4562,No,,107_h.r.4562
119,House,H.R. 1717,"To direct the Federal Communications Commission to establish a council to make recommendations on ways to increase the security, reliability, and interoperability of communications networks, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1717,No,,119_h.r.1717
119,House,H.R. 4458,To require the Secretary of State and the Secretary of Defense to develop a strategy in response to the global basing intentions of the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/4458,Yes,,119_h.r.4458
119,Senate,S. 1339,A bill to require a determination and report relating to money laundering and violations of export controls and sanctions in Hong Kong.,https://www.congress.gov/bill/119th-congress/senate-bill/1339,Yes,,119_s.1339
109,Senate,S. 2317,"A bill to amend the Trade Act of 1974 to require the United States Trade Representative to identify trade enforcement priorities and to take action with respect to priority foreign country trade practices, and for other purposes.",https://www.congress.gov/bill/109th-congress/senate-bill/2317,No,,109_s.2317
119,Senate,S. 2046,"A bill to prohibit index funds from investing in Chinese companies, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2046,Yes,,119_s.2046
119,Senate,S. 2861,A bill to direct the United States Trade Representative to prioritize North American alignment on foreign investment review during the next joint review conducted under the United States-Mexico-Canada Agreement.,https://www.congress.gov/bill/119th-congress/senate-bill/2861,Yes,,119_s.2861
119,House,H.R. 1834,To advance policy priorities that will break the gridlock.,https://www.congress.gov/bill/119th-congress/house-bill/1834,No,,119_h.r.1834
119,House,H.Res. 353,"Impeaching Donald John Trump, President of the United States, for high crimes and misdemeanors.",https://www.congress.gov/bill/119th-congress/house-resolution/353,No,,119_h.res.353
102,House,H.R. 3305,"To suspend until January 1, 1995, the duty on Disperse Red 279.",https://www.congress.gov/bill/102nd-congress/house-bill/3305,No,,102_h.r.3305
119,House,H.R. 694,"To suspend normal trade relations with the People's Republic of China and to increase the rates of duty applicable with respect to articles imported from the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/694,Yes,,119_h.r.694
119,Senate,S. 1407,"A bill to ban the use of Federal funds for the purchase of drugs manufactured in the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1407,Yes,,119_s.1407
109,House,H.R. 2537,To extend the suspension of duty on certain organic pigments and dyes.,https://www.congress.gov/bill/109th-congress/house-bill/2537,No,,109_h.r.2537
